row_id,source_record,source_line,cook_rank,term_id,estimate_full,estimate_deleted,delta_full_minus_deleted,delta_in_primary_se
CP01-R0367,367,368,205,AGE,0.11422207,0.11420349,0.00001858,0.00342382
CP01-R0122,122,123,206,INTERCEPT,-23.33121358,-22.24531524,-1.08589835,-0.04084551
CP01-R0122,122,123,206,CEMENT,0.11980433,0.11918436,0.00061998,0.07303301
CP01-R0122,122,123,206,SLAG,0.10386581,0.10329869,0.00056712,0.05595225
CP01-R0122,122,123,206,FLY_ASH,0.08793432,0.08736896,0.00056537,0.04492983
CP01-R0122,122,123,206,WATER,-0.14991842,-0.15133774,0.00141932,0.03532667
CP01-R0122,122,123,206,SUPERPLASTICIZER,0.29222460,0.29264828,-0.00042368,-0.00453507
CP01-R0122,122,123,206,COARSE_AGGREGATE,0.01808621,0.01789669,0.00018953,0.02017917
CP01-R0122,122,123,206,FINE_AGGREGATE,0.02019035,0.01965500,0.00053535,0.05002451
CP01-R0122,122,123,206,AGE,0.11422207,0.11427201,-0.00004994,-0.00920238
CP01-R0414,414,415,207,INTERCEPT,-23.33121358,-24.13966957,0.80845599,0.03040965
CP01-R0414,414,415,207,CEMENT,0.11980433,0.12001181,-0.00020747,-0.02444039
CP01-R0414,414,415,207,SLAG,0.10386581,0.10427748,-0.00041167,-0.04061526
CP01-R0414,414,415,207,FLY_ASH,0.08793432,0.08868564,-0.00075132,-0.05970790
CP01-R0414,414,415,207,WATER,-0.14991842,-0.14896556,-0.00095286,-0.02371656
CP01-R0414,414,415,207,SUPERPLASTICIZER,0.29222460,0.29274181,-0.00051721,-0.00553616
CP01-R0414,414,415,207,COARSE_AGGREGATE,0.01808621,0.01844168,-0.00035547,-0.03784709
CP01-R0414,414,415,207,FINE_AGGREGATE,0.02019035,0.02041862,-0.00022827,-0.02133011
CP01-R0414,414,415,207,AGE,0.11422207,0.11413504,0.00008703,0.01603586
CP01-R0570,570,571,208,INTERCEPT,-23.33121358,-25.49648708,2.16527349,0.08144564
CP01-R0570,570,571,208,CEMENT,0.11980433,0.12046230,-0.00065797,-0.07750829
CP01-R0570,570,571,208,SLAG,0.10386581,0.10448864,-0.00062283,-0.06144872
CP01-R0570,570,571,208,FLY_ASH,0.08793432,0.08862132,-0.00068700,-0.05459596
CP01-R0570,570,571,208,WATER,-0.14991842,-0.14724702,-0.00267140,-0.06649066
CP01-R0570,570,571,208,SUPERPLASTICIZER,0.29222460,0.29270303,-0.00047843,-0.00512107
CP01-R0570,570,571,208,COARSE_AGGREGATE,0.01808621,0.01891194,-0.00082572,-0.08791542
CP01-R0570,570,571,208,FINE_AGGREGATE,0.02019035,0.02099155,-0.00080120,-0.07486704
CP01-R0570,570,571,208,AGE,0.11422207,0.11414974,0.00007233,0.01332710
CP01-R0514,514,515,209,INTERCEPT,-23.33121358,-21.83566842,-1.49554517,-0.05625416
CP01-R0514,514,515,209,CEMENT,0.11980433,0.11972477,0.00007957,0.00937323
CP01-R0514,514,515,209,SLAG,0.10386581,0.10357086,0.00029495,0.02909970
CP01-R0514,514,515,209,FLY_ASH,0.08793432,0.08795119,-0.00001687,-0.00134066
CP01-R0514,514,515,209,WATER,-0.14991842,-0.15224933,0.00233091,0.05801602
CP01-R0514,514,515,209,SUPERPLASTICIZER,0.29222460,0.28666164,0.00556295,0.05954514
CP01-R0514,514,515,209,COARSE_AGGREGATE,0.01808621,0.01743852,0.00064770,0.06896084
CP01-R0514,514,515,209,FINE_AGGREGATE,0.02019035,0.01973517,0.00045518,0.04253339
CP01-R0514,514,515,209,AGE,0.11422207,0.11415363,0.00006844,0.01260981
CP01-R0447,447,448,210,INTERCEPT,-23.33121358,-22.40995455,-0.92125904,-0.03465268
CP01-R0447,447,448,210,CEMENT,0.11980433,0.11956564,0.00023870,0.02811836
CP01-R0447,447,448,210,SLAG,0.10386581,0.10331321,0.00055260,0.05451964
CP01-R0447,447,448,210,FLY_ASH,0.08793432,0.08715165,0.00078267,0.06219919
CP01-R0447,447,448,210,WATER,-0.14991842,-0.15076537,0.00084695,0.02108041
CP01-R0447,447,448,210,SUPERPLASTICIZER,0.29222460,0.29253901,-0.00031441,-0.00336543
CP01-R0447,447,448,210,COARSE_AGGREGATE,0.01808621,0.01768881,0.00039741,0.04231213
CP01-R0447,447,448,210,FINE_AGGREGATE,0.02019035,0.01987750,0.00031285,0.02923340
CP01-R0447,447,448,210,AGE,0.11422207,0.11407854,0.00014353,0.02644661
CP01-R1003,1003,1004,211,INTERCEPT,-23.33121358,-23.72837540,0.39716182,0.01493904
CP01-R1003,1003,1004,211,CEMENT,0.11980433,0.11973112,0.00007321,0.00862452
CP01-R1003,1003,1004,211,SLAG,0.10386581,0.10370947,0.00015634,0.01542425
CP01-R1003,1003,1004,211,FLY_ASH,0.08793432,0.08799476,-0.00006044,-0.00480330
CP01-R1003,1003,1004,211,WATER,-0.14991842,-0.14948233,-0.00043609,-0.01085427
CP01-R1003,1003,1004,211,SUPERPLASTICIZER,0.29222460,0.29532030,-0.00309570,-0.03313603
CP01-R1003,1003,1004,211,COARSE_AGGREGATE,0.01808621,0.01840445,-0.00031824,-0.03388331
CP01-R1003,1003,1004,211,FINE_AGGREGATE,0.02019035,0.02018537,0.00000498,0.00046528
CP01-R1003,1003,1004,211,AGE,0.11422207,0.11432395,-0.00010188,-0.01877249
CP01-R0332,332,333,212,INTERCEPT,-23.33121358,-23.85265159,0.52143800,0.01961362
CP01-R0332,332,333,212,CEMENT,0.11980433,0.11999922,-0.00019488,-0.02295692
CP01-R0332,332,333,212,SLAG,0.10386581,0.10410787,-0.00024206,-0.02388195
CP01-R0332,332,333,212,FLY_ASH,0.08793432,0.08804503,-0.00011071,-0.00879823
CP01-R0332,332,333,212,WATER,-0.14991842,-0.14835718,-0.00156124,-0.03885910
CP01-R0332,332,333,212,SUPERPLASTICIZER,0.29222460,0.29175934,0.00046526,0.00498008
CP01-R0332,332,333,212,COARSE_AGGREGATE,0.01808621,0.01804417,0.00004204,0.00447629
CP01-R0332,332,333,212,FINE_AGGREGATE,0.02019035,0.02043723,-0.00024687,-0.02306879
CP01-R0332,332,333,212,AGE,0.11422207,0.11418288,0.00003919,0.00722074
CP01-R0713,713,714,213,INTERCEPT,-23.33121358,-23.01290877,-0.31830481,-0.01197287
CP01-R0713,713,714,213,CEMENT,0.11980433,0.11981116,-0.00000683,-0.00080404
CP01-R0713,713,714,213,SLAG,0.10386581,0.10420074,-0.00033493,-0.03304474
CP01-R0713,713,714,213,FLY_ASH,0.08793432,0.08802961,-0.00009529,-0.00757275
CP01-R0713,713,714,213,WATER,-0.14991842,-0.15072051,0.00080209,0.01996397
CP01-R0713,713,714,213,SUPERPLASTICIZER,0.29222460,0.28731574,0.00490886,0.05254380
CP01-R0713,713,714,213,COARSE_AGGREGATE,0.01808621,0.01796375,0.00012246,0.01303885
CP01-R0713,713,714,213,FINE_AGGREGATE,0.02019035,0.02013966,0.00005069,0.00473710
CP01-R0713,713,714,213,AGE,0.11422207,0.11412327,0.00009880,0.01820405
CP01-R0052,52,53,214,INTERCEPT,-23.33121358,-23.48175591,0.15054232,0.00566257
CP01-R0052,52,53,214,CEMENT,0.11980433,0.12000020,-0.00019586,-0.02307226
CP01-R0052,52,53,214,SLAG,0.10386581,0.10388777,-0.00002196,-0.00216631
CP01-R0052,52,53,214,FLY_ASH,0.08793432,0.08815803,-0.00022370,-0.01777786
CP01-R0052,52,53,214,WATER,-0.14991842,-0.15049373,0.00057531,0.01431932
CP01-R0052,52,53,214,SUPERPLASTICIZER,0.29222460,0.29071823,0.00150637,0.01612400
CP01-R0052,52,53,214,COARSE_AGGREGATE,0.01808621,0.01816540,-0.00007918,-0.00843067
CP01-R0052,52,53,214,FINE_AGGREGATE,0.02019035,0.02034705,-0.00015670,-0.01464235
CP01-R0052,52,53,214,AGE,0.11422207,0.11392603,0.00029604,0.05454853
CP01-R1002,1002,1003,215,INTERCEPT,-23.33121358,-23.77395621,0.44274263,0.01665354
CP01-R1002,1002,1003,215,CEMENT,0.11980433,0.11972823,0.00007611,0.00896560
CP01-R1002,1002,1003,215,SLAG,0.10386581,0.10377038,0.00009543,0.00941543
CP01-R1002,1002,1003,215,FLY_ASH,0.08793432,0.08759483,0.00033950,0.02697983
CP01-R1002,1002,1003,215,WATER,-0.14991842,-0.14983068,-0.00008774,-0.00218373
CP01-R1002,1002,1003,215,SUPERPLASTICIZER,0.29222460,0.29441120,-0.00218661,-0.02340518
CP01-R1002,1002,1003,215,COARSE_AGGREGATE,0.01808621,0.01834532,-0.00025911,-0.02758725
CP01-R1002,1002,1003,215,FINE_AGGREGATE,0.02019035,0.02043659,-0.00024624,-0.02300936
CP01-R1002,1002,1003,215,AGE,0.11422207,0.11431392,-0.00009185,-0.01692436
CP01-R0845,845,846,216,INTERCEPT,-23.33121358,-23.82944734,0.49823376,0.01874081
CP01-R0845,845,846,216,CEMENT,0.11980433,0.11974260,0.00006173,0.00727232
CP01-R0845,845,846,216,SLAG,0.10386581,0.10378777,0.00007803,0.00769889
CP01-R0845,845,846,216,FLY_ASH,0.08793432,0.08761433,0.00031999,0.02542988
CP01-R0845,845,846,216,WATER,-0.14991842,-0.14974392,-0.00017450,-0.00434331
CP01-R0845,845,846,216,SUPERPLASTICIZER,0.29222460,0.29450310,-0.00227851,-0.02438887
CP01-R0845,845,846,216,COARSE_AGGREGATE,0.01808621,0.01836319,-0.00027698,-0.02949024
CP01-R0845,845,846,216,FINE_AGGREGATE,0.02019035,0.02045657,-0.00026622,-0.02487654
CP01-R0845,845,846,216,AGE,0.11422207,0.11431344,-0.00009137,-0.01683650
CP01-R0860,860,861,217,INTERCEPT,-23.33121358,-22.61847752,-0.71273607,-0.02680920
CP01-R0860,860,861,217,CEMENT,0.11980433,0.11953704,0.00026730,0.03148727
CP01-R0860,860,861,217,SLAG,0.10386581,0.10352419,0.00034162,0.03370455
CP01-R0860,860,861,217,FLY_ASH,0.08793432,0.08794666,-0.00001234,-0.00098059
CP01-R0860,860,861,217,WATER,-0.14991842,-0.15028258,0.00036416,0.00906391
CP01-R0860,860,861,217,SUPERPLASTICIZER,0.29222460,0.29317339,-0.00094880,-0.01015579
CP01-R0860,860,861,217,COARSE_AGGREGATE,0.01808621,0.01768180,0.00040442,0.04305854
CP01-R0860,860,861,217,FINE_AGGREGATE,0.02019035,0.01999960,0.00019075,0.01782454
CP01-R0860,860,861,217,AGE,0.11422207,0.11420348,0.00001859,0.00342446
CP01-R0531,531,532,218,INTERCEPT,-23.33121358,-23.07399681,-0.25721678,-0.00967508
CP01-R0531,531,532,218,CEMENT,0.11980433,0.11941259,0.00039174,0.04614720
CP01-R0531,531,532,218,SLAG,0.10386581,0.10354732,0.00031849,0.03142251
CP01-R0531,531,532,218,FLY_ASH,0.08793432,0.08718630,0.00074802,0.05944546
CP01-R0531,531,532,218,WATER,-0.14991842,-0.14934207,-0.00057635,-0.01434523
CP01-R0531,531,532,218,SUPERPLASTICIZER,0.29222460,0.29603902,-0.00381443,-0.04082919
CP01-R0531,531,532,218,COARSE_AGGREGATE,0.01808621,0.01805039,0.00003583,0.00381441
CP01-R0531,531,532,218,FINE_AGGREGATE,0.02019035,0.01995449,0.00023586,0.02203973
CP01-R0531,531,532,218,AGE,0.11422207,0.11407447,0.00014760,0.02719584
CP01-R0846,846,847,219,INTERCEPT,-23.33121358,-23.76754613,0.43633254,0.01641242
CP01-R0846,846,847,219,CEMENT,0.11980433,0.11975676,0.00004757,0.00560414
CP01-R0846,846,847,219,SLAG,0.10386581,0.10373963,0.00012618,0.01244892
CP01-R0846,846,847,219,FLY_ASH,0.08793432,0.08803711,-0.00010279,-0.00816853
CP01-R0846,846,847,219,WATER,-0.14991842,-0.14946300,-0.00045541,-0.01133518
CP01-R0846,846,847,219,SUPERPLASTICIZER,0.29222460,0.29488873,-0.00266414,-0.02851660
CP01-R0846,846,847,219,COARSE_AGGREGATE,0.01808621,0.01841232,-0.00032611,-0.03472122
CP01-R0846,846,847,219,FINE_AGGREGATE,0.02019035,0.02021008,-0.00001973,-0.00184354
CP01-R0846,846,847,219,AGE,0.11422207,0.11432353,-0.00010146,-0.01869515
CP01-R0065,65,66,220,INTERCEPT,-23.33121358,-23.78272312,0.45150954,0.01698330
CP01-R0065,65,66,220,CEMENT,0.11980433,0.12004654,-0.00024221,-0.02853203
CP01-R0065,65,66,220,SLAG,0.10386581,0.10410367,-0.00023786,-0.02346715
CP01-R0065,65,66,220,FLY_ASH,0.08793432,0.08830415,-0.00036983,-0.02939062
CP01-R0065,65,66,220,WATER,-0.14991842,-0.15023018,0.00031176,0.00775959
CP01-R0065,65,66,220,SUPERPLASTICIZER,0.29222460,0.29066141,0.00156318,0.01673212
CP01-R0065,65,66,220,COARSE_AGGREGATE,0.01808621,0.01828151,-0.00019530,-0.02079343
CP01-R0065,65,66,220,FINE_AGGREGATE,0.02019035,0.02047953,-0.00028918,-0.02702217
CP01-R0065,65,66,220,AGE,0.11422207,0.11393855,0.00028351,0.05224014
CP01-R0416,416,417,221,INTERCEPT,-23.33121358,-25.08178342,1.75056984,0.06584678
CP01-R0416,416,417,221,CEMENT,0.11980433,0.12024622,-0.00044189,-0.05205423
CP01-R0416,416,417,221,SLAG,0.10386581,0.10427779,-0.00041198,-0.04064634
CP01-R0416,416,417,221,FLY_ASH,0.08793432,0.08863721,-0.00070289,-0.05585859
CP01-R0416,416,417,221,WATER,-0.14991842,-0.14703581,-0.00288261,-0.07174780
CP01-R0416,416,417,221,SUPERPLASTICIZER,0.29222460,0.29381466,-0.00159006,-0.01701981
CP01-R0416,416,417,221,COARSE_AGGREGATE,0.01808621,0.01854970,-0.00046348,-0.04934755
CP01-R0416,416,417,221,FINE_AGGREGATE,0.02019035,0.02095919,-0.00076884,-0.07184292
CP01-R0416,416,417,221,AGE,0.11422207,0.11406154,0.00016053,0.02957816
CP01-R0899,899,900,222,INTERCEPT,-23.33121358,-24.61898068,1.28776710,0.04843869
CP01-R0899,899,900,222,CEMENT,0.11980433,0.12020559,-0.00040126,-0.04726779
CP01-R0899,899,900,222,SLAG,0.10386581,0.10454730,-0.00068149,-0.06723641
CP01-R0899,899,900,222,FLY_ASH,0.08793432,0.08878889,-0.00085457,-0.06791265
CP01-R0899,899,900,222,WATER,-0.14991842,-0.14828459,-0.00163383,-0.04066575
CP01-R0899,899,900,222,SUPERPLASTICIZER,0.29222460,0.29353876,-0.00131416,-0.01406662
CP01-R0899,899,900,222,COARSE_AGGREGATE,0.01808621,0.01851882,-0.00043260,-0.04605963
CP01-R0899,899,900,222,FINE_AGGREGATE,0.02019035,0.02061610,-0.00042575,-0.03978373
CP01-R0899,899,900,222,AGE,0.11422207,0.11437173,-0.00014966,-0.02757694
CP01-R1017,1017,1018,223,INTERCEPT,-23.33121358,-22.62538618,-0.70582740,-0.02654933
CP01-R1017,1017,1018,223,CEMENT,0.11980433,0.11954866,0.00025567,0.03011807
CP01-R1017,1017,1018,223,SLAG,0.10386581,0.10353787,0.00032794,0.03235450
CP01-R1017,1017,1018,223,FLY_ASH,0.08793432,0.08796492,-0.00003060,-0.00243175
CP01-R1017,1017,1018,223,WATER,-0.14991842,-0.15030961,0.00039119,0.00973678
CP01-R1017,1017,1018,223,SUPERPLASTICIZER,0.29222460,0.29285422,-0.00062963,-0.00673948
CP01-R1017,1017,1018,223,COARSE_AGGREGATE,0.01808621,0.01768426,0.00040195,0.04279606
CP01-R1017,1017,1018,223,FINE_AGGREGATE,0.02019035,0.02000733,0.00018302,0.01710173
CP01-R1017,1017,1018,223,AGE,0.11422207,0.11420433,0.00001774,0.00326847
CP01-R0239,239,240,224,INTERCEPT,-23.33121358,-21.93570717,-1.39550642,-0.05249125
CP01-R0239,239,240,224,CEMENT,0.11980433,0.11966053,0.00014381,0.01694056
CP01-R0239,239,240,224,SLAG,0.10386581,0.10352770,0.00033810,0.03335741
CP01-R0239,239,240,224,FLY_ASH,0.08793432,0.08780958,0.00012474,0.00991342
CP01-R0239,239,240,224,WATER,-0.14991842,-0.15184282,0.00192440,0.04789812
CP01-R0239,239,240,224,SUPERPLASTICIZER,0.29222460,0.28720585,0.00501875,0.05372006
CP01-R0239,239,240,224,COARSE_AGGREGATE,0.01808621,0.01746489,0.00062133,0.06615324
CP01-R0239,239,240,224,FINE_AGGREGATE,0.02019035,0.01974761,0.00044274,0.04137076
CP01-R0239,239,240,224,AGE,0.11422207,0.11401350,0.00020857,0.03843103
CP01-R0368,368,369,225,INTERCEPT,-23.33121358,-24.87703265,1.54581907,0.05814519
CP01-R0368,368,369,225,CEMENT,0.11980433,0.12023251,-0.00042818,-0.05043904
CP01-R0368,368,369,225,SLAG,0.10386581,0.10428230,-0.00041650,-0.04109148
CP01-R0368,368,369,225,FLY_ASH,0.08793432,0.08823080,-0.00029648,-0.02356127
CP01-R0368,368,369,225,WATER,-0.14991842,-0.14702836,-0.00289006,-0.07193314
CP01-R0368,368,369,225,SUPERPLASTICIZER,0.29222460,0.29484438,-0.00261979,-0.02804188
CP01-R0368,368,369,225,COARSE_AGGREGATE,0.01808621,0.01848386,-0.00039764,-0.04233715
CP01-R0368,368,369,225,FINE_AGGREGATE,0.02019035,0.02076165,-0.00057130,-0.05338395
CP01-R0368,368,369,225,AGE,0.11422207,0.11408812,0.00013395,0.02468085
CP01-R0954,954,955,226,INTERCEPT,-23.33121358,-23.54389821,0.21268462,0.00800002
CP01-R0954,954,955,226,CEMENT,0.11980433,0.11968360,0.00012074,0.01422287
CP01-R0954,954,955,226,SLAG,0.10386581,0.10368151,0.00018430,0.01818328
CP01-R0954,954,955,226,FLY_ASH,0.08793432,0.08801841,-0.00008409,-0.00668251
CP01-R0954,954,955,226,WATER,-0.14991842,-0.14826695,-0.00165146,-0.04110469
CP01-R0954,954,955,226,SUPERPLASTICIZER,0.29222460,0.29717520,-0.00495060,-0.05299067
CP01-R0954,954,955,226,COARSE_AGGREGATE,0.01808621,0.01807892,0.00000730,0.00077698
CP01-R0954,954,955,226,FINE_AGGREGATE,0.02019035,0.02011913,0.00007123,0.00665551
CP01-R0954,954,955,226,AGE,0.11422207,0.11412502,0.00009705,0.01788242
CP01-R0410,410,411,227,INTERCEPT,-23.33121358,-24.19794163,0.86672805,0.03260153
CP01-R0410,410,411,227,CEMENT,0.11980433,0.12002652,-0.00022219,-0.02617383
CP01-R0410,410,411,227,SLAG,0.10386581,0.10436990,-0.00050410,-0.04973417
CP01-R0410,410,411,227,FLY_ASH,0.08793432,0.08864023,-0.00070591,-0.05609854
CP01-R0410,410,411,227,WATER,-0.14991842,-0.14897878,-0.00093964,-0.02338745
CP01-R0410,410,411,227,SUPERPLASTICIZER,0.29222460,0.29188330,0.00034129,0.00365313
CP01-R0410,410,411,227,COARSE_AGGREGATE,0.01808621,0.01846169,-0.00037548,-0.03997728
CP01-R0410,410,411,227,FINE_AGGREGATE,0.02019035,0.02046842,-0.00027807,-0.02598354
CP01-R0410,410,411,227,AGE,0.11422207,0.11412611,0.00009595,0.01768025
CP01-R0962,962,963,228,INTERCEPT,-23.33121358,-24.56973538,1.23852179,0.04658636
CP01-R0962,962,963,228,CEMENT,0.11980433,0.12020342,-0.00039909,-0.04701242
CP01-R0962,962,963,228,SLAG,0.10386581,0.10454319,-0.00067738,-0.06683047
CP01-R0962,962,963,228,FLY_ASH,0.08793432,0.08879222,-0.00085790,-0.06817782
CP01-R0962,962,963,228,WATER,-0.14991842,-0.14839747,-0.00152095,-0.03785613
CP01-R0962,962,963,228,SUPERPLASTICIZER,0.29222460,0.29303000,-0.00080540,-0.00862091
CP01-R0962,962,963,228,COARSE_AGGREGATE,0.01808621,0.01850047,-0.00041425,-0.04410579
CP01-R0962,962,963,228,FINE_AGGREGATE,0.02019035,0.02060731,-0.00041696,-0.03896174
CP01-R0962,962,963,228,AGE,0.11422207,0.11437106,-0.00014899,-0.02745234
CP01-R0891,891,892,229,INTERCEPT,-23.33121358,-23.56837394,0.23716035,0.00892066
CP01-R0891,891,892,229,CEMENT,0.11980433,0.11969084,0.00011350,0.01337012
CP01-R0891,891,892,229,SLAG,0.10386581,0.10369058,0.00017523,0.01728818
CP01-R0891,891,892,229,FLY_ASH,0.08793432,0.08802598,-0.00009166,-0.00728431
CP01-R0891,891,892,229,WATER,-0.14991842,-0.14823934,-0.00167908,-0.04179206
CP01-R0891,891,892,229,SUPERPLASTICIZER,0.29222460,0.29718380,-0.00495920,-0.05308269
CP01-R0891,891,892,229,COARSE_AGGREGATE,0.01808621,0.01808763,-0.00000142,-0.00015082
CP01-R0891,891,892,229,FINE_AGGREGATE,0.02019035,0.02012909,0.00006126,0.00572427
CP01-R0891,891,892,229,AGE,0.11422207,0.11412567,0.00009640,0.01776202
CP01-R0320,320,321,230,INTERCEPT,-23.33121358,-24.06099249,0.72977890,0.02745026
CP01-R0320,320,321,230,CEMENT,0.11980433,0.11986981,-0.00006547,-0.00771263
CP01-R0320,320,321,230,SLAG,0.10386581,0.10387943,-0.00001362,-0.00134379
CP01-R0320,320,321,230,FLY_ASH,0.08793432,0.08804008,-0.00010576,-0.00840474
CP01-R0320,320,321,230,WATER,-0.14991842,-0.14899695,-0.00092147,-0.02293519
CP01-R0320,320,321,230,SUPERPLASTICIZER,0.29222460,0.29630222,-0.00407763,-0.04364643
CP01-R0320,320,321,230,COARSE_AGGREGATE,0.01808621,0.01833724,-0.00025103,-0.02672690
CP01-R0320,320,321,230,FINE_AGGREGATE,0.02019035,0.02056244,-0.00037209,-0.03476893
CP01-R0320,320,321,230,AGE,0.11422207,0.11412566,0.00009640,0.01776335
CP01-R1013,1013,1014,231,INTERCEPT,-23.33121358,-24.35514462,1.02393104,0.03851464
CP01-R1013,1013,1014,231,CEMENT,0.11980433,0.11996496,-0.00016062,-0.01892105
CP01-R1013,1013,1014,231,SLAG,0.10386581,0.10396333,-0.00009752,-0.00962135
CP01-R1013,1013,1014,231,FLY_ASH,0.08793432,0.08837437,-0.00044005,-0.03497076
CP01-R1013,1013,1014,231,WATER,-0.14991842,-0.14837148,-0.00154694,-0.03850316
CP01-R1013,1013,1014,231,SUPERPLASTICIZER,0.29222460,0.29344378,-0.00121918,-0.01304996
CP01-R1013,1013,1014,231,COARSE_AGGREGATE,0.01808621,0.01853981,-0.00045359,-0.04829460
CP01-R1013,1013,1014,231,FINE_AGGREGATE,0.02019035,0.02044788,-0.00025753,-0.02406402
CP01-R1013,1013,1014,231,AGE,0.11422207,0.11427676,-0.00005470,-0.01007820
CP01-R0457,457,458,232,INTERCEPT,-23.33121358,-22.14941660,-1.18179699,-0.04445268
CP01-R0457,457,458,232,CEMENT,0.11980433,0.11961695,0.00018739,0.02207389
CP01-R0457,457,458,232,SLAG,0.10386581,0.10362659,0.00023921,0.02360091
CP01-R0457,457,458,232,FLY_ASH,0.08793432,0.08750661,0.00042771,0.03399030
CP01-R0457,457,458,232,WATER,-0.14991842,-0.15127764,0.00135922,0.03383081
CP01-R0457,457,458,232,SUPERPLASTICIZER,0.29222460,0.29098862,0.00123597,0.01322969
CP01-R0457,457,458,232,COARSE_AGGREGATE,0.01808621,0.01771073,0.00037548,0.03997803
CP01-R0457,457,458,232,FINE_AGGREGATE,0.02019035,0.01957223,0.00061812,0.05775950
CP01-R0457,457,458,232,AGE,0.11422207,0.11410877,0.00011329,0.02087555
CP01-R0168,168,169,233,INTERCEPT,-23.33121358,-22.31257182,-1.01864176,-0.03831568
CP01-R0168,168,169,233,CEMENT,0.11980433,0.11922988,0.00057445,0.06767007
CP01-R0168,168,169,233,SLAG,0.10386581,0.10331683,0.00054898,0.05416202
CP01-R0168,168,169,233,FLY_ASH,0.08793432,0.08737424,0.00056008,0.04450961
CP01-R0168,168,169,233,WATER,-0.14991842,-0.15110723,0.00118881,0.02958935
CP01-R0168,168,169,233,SUPERPLASTICIZER,0.29222460,0.29271806,-0.00049346,-0.00528198
CP01-R0168,168,169,233,COARSE_AGGREGATE,0.01808621,0.01790031,0.00018591,0.01979362
CP01-R0168,168,169,233,FINE_AGGREGATE,0.02019035,0.01967752,0.00051283,0.04792077
CP01-R0168,168,169,233,AGE,0.11422207,0.11407220,0.00014987,0.02761439
CP01-R0159,159,160,234,INTERCEPT,-23.33121358,-22.15500541,-1.17620817,-0.04424246
CP01-R0159,159,160,234,CEMENT,0.11980433,0.11927555,0.00052878,0.06228990
CP01-R0159,159,160,234,SLAG,0.10386581,0.10327959,0.00058621,0.05783607
CP01-R0159,159,160,234,FLY_ASH,0.08793432,0.08746179,0.00047253,0.03755226
CP01-R0159,159,160,234,WATER,-0.14991842,-0.15172074,0.00180232,0.04485956
CP01-R0159,159,160,234,SUPERPLASTICIZER,0.29222460,0.28958701,0.00263759,0.02823241
CP01-R0159,159,160,234,COARSE_AGGREGATE,0.01808621,0.01777101,0.00031521,0.03356055
CP01-R0159,159,160,234,FINE_AGGREGATE,0.02019035,0.01977836,0.00041199,0.03849799
CP01-R0159,159,160,234,AGE,0.11422207,0.11419226,0.00002981,0.00549295
CP01-R0856,856,857,235,INTERCEPT,-23.33121358,-24.32664699,0.99543340,0.03744271
CP01-R0856,856,857,235,CEMENT,0.11980433,0.11996077,-0.00015644,-0.01842824
CP01-R0856,856,857,235,SLAG,0.10386581,0.10395981,-0.00009400,-0.00927428
CP01-R0856,856,857,235,FLY_ASH,0.08793432,0.08837111,-0.00043679,-0.03471210
CP01-R0856,856,857,235,WATER,-0.14991842,-0.14842396,-0.00149446,-0.03719689
CP01-R0856,856,857,235,SUPERPLASTICIZER,0.29222460,0.29328619,-0.00106159,-0.01136314
CP01-R0856,856,857,235,COARSE_AGGREGATE,0.01808621,0.01852897,-0.00044276,-0.04714083
CP01-R0856,856,857,235,FINE_AGGREGATE,0.02019035,0.02044039,-0.00025004,-0.02336467
CP01-R0856,856,857,235,AGE,0.11422207,0.11427691,-0.00005484,-0.01010494
CP01-R0819,819,820,236,INTERCEPT,-23.33121358,-22.41516337,-0.91605022,-0.03445676
CP01-R0819,819,820,236,CEMENT,0.11980433,0.11935707,0.00044727,0.05268788
CP01-R0819,819,820,236,SLAG,0.10386581,0.10357580,0.00029001,0.02861197
CP01-R0819,819,820,236,FLY_ASH,0.08793432,0.08754435,0.00038997,0.03099101
CP01-R0819,819,820,236,WATER,-0.14991842,-0.15096138,0.00104296,0.02595916
CP01-R0819,819,820,236,SUPERPLASTICIZER,0.29222460,0.29293580,-0.00071121,-0.00761266
CP01-R0819,819,820,236,COARSE_AGGREGATE,0.01808621,0.01763741,0.00044880,0.04778436
CP01-R0819,819,820,236,FINE_AGGREGATE,0.02019035,0.02001057,0.00017978,0.01679949
CP01-R0819,819,820,236,AGE,0.11422207,0.11431609,-0.00009402,-0.01732477
CP01-R0705,705,706,237,INTERCEPT,-23.33121358,-22.88746575,-0.44374784,-0.01669135
CP01-R0705,705,706,237,CEMENT,0.11980433,0.11965507,0.00014926,0.01758291
CP01-R0705,705,706,237,SLAG,0.10386581,0.10384608,0.00001973,0.00194649
CP01-R0705,705,706,237,FLY_ASH,0.08793432,0.08766120,0.00027312,0.02170491
CP01-R0705,705,706,237,WATER,-0.14991842,-0.15009141,0.00017299,0.00430571
CP01-R0705,705,706,237,SUPERPLASTICIZER,0.29222460,0.29036564,0.00185895,0.01989799
CP01-R0705,705,706,237,COARSE_AGGREGATE,0.01808621,0.01797188,0.00011433,0.01217287
CP01-R0705,705,706,237,FINE_AGGREGATE,0.02019035,0.01992644,0.00026391,0.02466082
CP01-R0705,705,706,237,AGE,0.11422207,0.11396347,0.00025860,0.04764924
CP01-R0718,718,719,238,INTERCEPT,-23.33121358,-23.25324369,-0.07796990,-0.00293280
CP01-R0718,718,719,238,CEMENT,0.11980433,0.11961528,0.00018906,0.02227083
