record_type,sensitivity_type,scenario_id,prior_id,kappa,denominator_id,target_id,target_label,estimand_id,contrast_id,posterior_mean,posterior_median,credible_low_95,credible_high_95,prob_gt_threshold,bayes_action,log_bf10,bf10,prior_odds_10,posterior_odds_10,exact_conditional_p,observed_rate,delta_posterior_mean,abs_delta_posterior_mean,delta_observed_rate,abs_delta_observed_rate,delta_log_bf10,delta_primary_target,delta_from_primary,decision_changed,moment_status,defined_status,status,reason
cell,prior,prior_kappa_16,beta_8_8,16,primary_conservative_method_1,CP02-PTT-2022,PTT — 2022,cell_probability_primary,,0.8,,0.664650438873069,0.907036072717005,0.999964872607961,1,-61.2150853734973,2.59792263035696e-27,1,2.59792263035696e-27,0.260769262039784,1,-0.128571428571429,0.128571428571429,0,0,-29.1099896470255,,-0.128571428571429,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
model,bf_prior_scale,prior_kappa_16,beta_8_8,16,primary_conservative_method_1,M1_over_M0,M1 over M0,model_evidence_ratio,,,,,,,,-61.2150853734973,2.59792263035696e-27,1,2.59792263035696e-27,,,,,,,-29.1099896470255,,-29.1099896470255,false,finite,defined,ok_conditional,"M0 and all M1 cells use the same proper Beta(kappa/2,kappa/2) prior."
cell,denominator,secondary_liberal,beta_2_2,4,secondary_liberal_method_2,CP02-VHF-2015,VHF — 2015,cell_probability_secondary_distinct_trial_population,,0.894736842105263,,0.727056400326632,0.986248784335636,0.999927520751953,1,-13.5387787378577,1.31881264457146e-06,1,1.31881264457146e-06,0.00550975913124501,1,0,0,0,0,18.5663169886141,,0,false,finite,defined_distinct_estimand,ok_distinct_estimand,The liberal denominator changes the eligible trial population and may change the estimand.
cell,denominator,secondary_liberal,beta_2_2,4,secondary_liberal_method_2,CP02-VHF-2016,VHF — 2016,cell_probability_secondary_distinct_trial_population,,0.944444444444444,,0.850827920343568,0.993003236371691,0.999999998952262,1,-13.5387787378577,1.31881264457146e-06,1,1.31881264457146e-06,0.00550975913124501,1,0,0,0,0,18.5663169886141,,0,false,finite,defined_distinct_estimand,ok_distinct_estimand,The liberal denominator changes the eligible trial population and may change the estimand.
cell,denominator,secondary_liberal,beta_2_2,4,secondary_liberal_method_2,CP02-VHF-2017,VHF — 2017,cell_probability_secondary_distinct_trial_population,,0.807692307692308,,0.639171545540728,0.931688535987516,0.999544739723206,1,-13.5387787378577,1.31881264457146e-06,1,1.31881264457146e-06,0.00550975913124501,0.863636363636364,-0.105351170568562,0.105351170568562,-0.136363636363636,0.136363636363636,18.5663169886141,,-0.105351170568562,false,finite,defined_distinct_estimand,ok_distinct_estimand,The liberal denominator changes the eligible trial population and may change the estimand.
cell,denominator,secondary_liberal,beta_2_2,4,secondary_liberal_method_2,CP02-VHF-2018,VHF — 2018,cell_probability_secondary_distinct_trial_population,,0.870967741935484,,0.734711549525792,0.962446503661637,0.999995784834027,1,-13.5387787378577,1.31881264457146e-06,1,1.31881264457146e-06,0.00550975913124501,0.925925925925926,-0.0600667408231368,0.0600667408231368,-0.0740740740740741,0.0740740740740741,18.5663169886141,,-0.0600667408231368,false,finite,defined_distinct_estimand,ok_distinct_estimand,The liberal denominator changes the eligible trial population and may change the estimand.
cell,denominator,secondary_liberal,beta_2_2,4,secondary_liberal_method_2,CP02-VHF-2019,VHF — 2019,cell_probability_secondary_distinct_trial_population,,0.742857142857143,,0.588292158092833,0.871182608416492,0.99853247217834,1,-13.5387787378577,1.31881264457146e-06,1,1.31881264457146e-06,0.00550975913124501,0.774193548387097,-0.123809523809524,0.123809523809524,-0.148883374689826,0.148883374689826,18.5663169886141,,-0.123809523809524,false,finite,defined_distinct_estimand,ok_distinct_estimand,The liberal denominator changes the eligible trial population and may change the estimand.
cell,denominator,secondary_liberal,beta_2_2,4,secondary_liberal_method_2,CP02-PTT-2019,PTT — 2019,cell_probability_secondary_distinct_trial_population,,0.791666666666667,,0.612188110045202,0.925396592351196,0.998700261116028,1,-13.5387787378577,1.31881264457146e-06,1,1.31881264457146e-06,0.00550975913124501,0.85,-0.071969696969697,0.071969696969697,-0.0944444444444444,0.0944444444444444,18.5663169886141,,-0.071969696969697,false,finite,defined_distinct_estimand,ok_distinct_estimand,The liberal denominator changes the eligible trial population and may change the estimand.
cell,denominator,secondary_liberal,beta_2_2,4,secondary_liberal_method_2,CP02-VHF-2020,VHF — 2020,cell_probability_secondary_distinct_trial_population,,0.866666666666667,,0.726484802107577,0.961105168704561,0.99999238178134,1,-13.5387787378577,1.31881264457146e-06,1,1.31881264457146e-06,0.00550975913124501,0.923076923076923,-0.0619047619047619,0.0619047619047619,-0.0769230769230769,0.0769230769230769,18.5663169886141,,-0.0619047619047619,false,finite,defined_distinct_estimand,ok_distinct_estimand,The liberal denominator changes the eligible trial population and may change the estimand.
cell,denominator,secondary_liberal,beta_2_2,4,secondary_liberal_method_2,CP02-PTT-2020,PTT — 2020,cell_probability_secondary_distinct_trial_population,,0.814814814814815,,0.651321214464638,0.934451891263218,0.999733239412308,1,-13.5387787378577,1.31881264457146e-06,1,1.31881264457146e-06,0.00550975913124501,0.869565217391304,-0.0651851851851852,0.0651851851851852,-0.082815734989648,0.082815734989648,18.5663169886141,,-0.0651851851851852,false,finite,defined_distinct_estimand,ok_distinct_estimand,The liberal denominator changes the eligible trial population and may change the estimand.
cell,denominator,secondary_liberal,beta_2_2,4,secondary_liberal_method_2,CP02-VHF-2021,VHF — 2021,cell_probability_secondary_distinct_trial_population,,0.68,,0.489052186142167,0.843697714290865,0.96804267168045,1,-13.5387787378577,1.31881264457146e-06,1,1.31881264457146e-06,0.00550975913124501,0.714285714285714,-0.17,0.17,-0.223214285714286,0.223214285714286,18.5663169886141,,-0.17,false,finite,defined_distinct_estimand,ok_distinct_estimand,The liberal denominator changes the eligible trial population and may change the estimand.
cell,denominator,secondary_liberal,beta_2_2,4,secondary_liberal_method_2,CP02-PTT-2021,PTT — 2021,cell_probability_secondary_distinct_trial_population,,0.833333333333333,,0.664110862462879,0.950492354694207,0.999755859375,1,-13.5387787378577,1.31881264457146e-06,1,1.31881264457146e-06,0.00550975913124501,0.9,0,0,0,0,18.5663169886141,,0,false,finite,defined_distinct_estimand,ok_distinct_estimand,The liberal denominator changes the eligible trial population and may change the estimand.
cell,denominator,secondary_liberal,beta_2_2,4,secondary_liberal_method_2,CP02-VHF-2022,VHF — 2022,cell_probability_secondary_distinct_trial_population,,0.7,,0.487970654654127,0.874239364127017,0.968215942382812,1,-13.5387787378577,1.31881264457146e-06,1,1.31881264457146e-06,0.00550975913124501,0.75,-0.175,0.175,-0.25,0.25,18.5663169886141,,-0.175,false,finite,defined_distinct_estimand,ok_distinct_estimand,The liberal denominator changes the eligible trial population and may change the estimand.
cell,denominator,secondary_liberal,beta_2_2,4,secondary_liberal_method_2,CP02-PTT-2022,PTT — 2022,cell_probability_secondary_distinct_trial_population,,0.928571428571429,,0.810294382586955,0.990899927057694,0.999999791383743,1,-13.5387787378577,1.31881264457146e-06,1,1.31881264457146e-06,0.00550975913124501,1,0,0,0,0,18.5663169886141,,0,false,finite,defined_distinct_estimand,ok_distinct_estimand,The liberal denominator changes the eligible trial population and may change the estimand.
loo_pooled_mean,leave_one_cell_out,loo_CP02-VHF-2015,beta_2_2,4,primary_conservative_method_1,CP02-VHF-2015,VHF — 2015,pooled_posterior_mean_only,,0.962655601659751,,0.935379007688836,0.982711692854175,1,1,-28.7279227685753,3.33904033331263e-13,1,3.33904033331263e-13,,,,,,,3.37717295789651,-0.00218814834024894,-0.00218814834024894,false,finite,defined,ok_conditional,delta_primary_target is narrowly typed as pooled_posterior_mean; other scales live in CP02_influence.csv.
loo_pooled_mean,leave_one_cell_out,loo_CP02-VHF-2016,beta_2_2,4,primary_conservative_method_1,CP02-VHF-2016,VHF — 2016,pooled_posterior_mean_only,,0.959821428571429,,0.930539340588839,0.981381994884624,1,1,-28.0427268511015,6.62519203469388e-13,1,6.62519203469388e-13,,,,,,,4.06236887537031,-0.0050223214285714,-0.0050223214285714,false,finite,defined,ok_conditional,delta_primary_target is narrowly typed as pooled_posterior_mean; other scales live in CP02_influence.csv.
loo_pooled_mean,leave_one_cell_out,loo_CP02-VHF-2017,beta_2_2,4,primary_conservative_method_1,CP02-VHF-2017,VHF — 2017,pooled_posterior_mean_only,,0.962025316455696,,0.934301932649341,0.982416203369355,1,1,-28.4698116175727,4.32232992496426e-13,1,4.32232992496426e-13,,,,,,,3.63528410889915,-0.00281843354430378,-0.00281843354430378,false,finite,defined,ok_conditional,delta_primary_target is narrowly typed as pooled_posterior_mean; other scales live in CP02_influence.csv.
loo_pooled_mean,leave_one_cell_out,loo_CP02-VHF-2018,beta_2_2,4,primary_conservative_method_1,CP02-VHF-2018,VHF — 2018,pooled_posterior_mean_only,,0.961038961038961,,0.932617289905327,0.981953530286838,1,1,-28.2131864786108,5.58687295214173e-13,1,5.58687295214173e-13,,,,,,,3.89190924786108,-0.00380478896103897,-0.00380478896103897,false,finite,defined,ok_conditional,delta_primary_target is narrowly typed as pooled_posterior_mean; other scales live in CP02_influence.csv.
loo_pooled_mean,leave_one_cell_out,loo_CP02-VHF-2019,beta_2_2,4,primary_conservative_method_1,CP02-VHF-2019,VHF — 2019,pooled_posterior_mean_only,,0.969565217391304,,0.943846963701865,0.9876236319892,1,1,-30.194958579891,7.70009542796926e-14,1,7.70009542796926e-14,,,,,,,1.91013714658079,0.0047214673913043,0.0047214673913043,false,finite,defined,ok_conditional,delta_primary_target is narrowly typed as pooled_posterior_mean; other scales live in CP02_influence.csv.
loo_pooled_mean,leave_one_cell_out,loo_CP02-PTT-2019,beta_2_2,4,primary_conservative_method_1,CP02-PTT-2019,PTT — 2019,pooled_posterior_mean_only,,0.966386554621849,,0.940094302196147,0.985316314331766,1,1,-29.6293959484642,1.35555404554263e-13,1,1.35555404554263e-13,,,,,,,2.47569977800765,0.00154280462184875,0.00154280462184875,false,finite,defined,ok_conditional,delta_primary_target is narrowly typed as pooled_posterior_mean; other scales live in CP02_influence.csv.
loo_pooled_mean,leave_one_cell_out,loo_CP02-VHF-2020,beta_2_2,4,primary_conservative_method_1,CP02-VHF-2020,VHF — 2020,pooled_posterior_mean_only,,0.961206896551724,,0.93290403642341,0.98203232603633,1,1,-28.2475541221147,5.39812724430031e-13,1,5.39812724430031e-13,,,,,,,3.85754160435709,-0.00363685344827591,-0.00363685344827591,false,finite,defined,ok_conditional,delta_primary_target is narrowly typed as pooled_posterior_mean; other scales live in CP02_influence.csv.
loo_pooled_mean,leave_one_cell_out,loo_CP02-PTT-2020,beta_2_2,4,primary_conservative_method_1,CP02-PTT-2020,PTT — 2020,pooled_posterior_mean_only,,0.965957446808511,,0.939338563821732,0.985126605967903,1,1,-29.3129589495877,1.86013163985241e-13,1,1.86013163985241e-13,,,,,,,2.79213677688417,0.00111369680851059,0.00111369680851059,false,finite,defined,ok_conditional,delta_primary_target is narrowly typed as pooled_posterior_mean; other scales live in CP02_influence.csv.
loo_pooled_mean,leave_one_cell_out,loo_CP02-VHF-2021,beta_2_2,4,primary_conservative_method_1,CP02-VHF-2021,VHF — 2021,pooled_posterior_mean_only,,0.966666666666667,,0.940587754628639,0.985440120551411,1,1,-29.8778283516311,1.0573627722155e-13,1,1.0573627722155e-13,,,,,,,2.22726737484069,0.00182291666666667,0.00182291666666667,false,finite,defined,ok_conditional,delta_primary_target is narrowly typed as pooled_posterior_mean; other scales live in CP02_influence.csv.
loo_pooled_mean,leave_one_cell_out,loo_CP02-PTT-2021,beta_2_2,4,primary_conservative_method_1,CP02-PTT-2021,PTT — 2021,pooled_posterior_mean_only,,0.970338983050847,,0.945258973205605,0.987941805170265,1,1,-30.9981703405625,3.44878143482629e-14,1,3.44878143482629e-14,,,,,,,1.10692538590934,0.00549523305084743,0.00549523305084743,false,finite,defined,ok_conditional,delta_primary_target is narrowly typed as pooled_posterior_mean; other scales live in CP02_influence.csv.
loo_pooled_mean,leave_one_cell_out,loo_CP02-VHF-2022,beta_2_2,4,primary_conservative_method_1,CP02-VHF-2022,VHF — 2022,pooled_posterior_mean_only,,0.963114754098361,,0.936163924494632,0.982926873366936,1,1,-28.9907011774122,2.56742905759115e-13,1,2.56742905759115e-13,,,,,,,3.1143945490596,-0.00172899590163933,-0.00172899590163933,false,finite,defined,ok_conditional,delta_primary_target is narrowly typed as pooled_posterior_mean; other scales live in CP02_influence.csv.
loo_pooled_mean,leave_one_cell_out,loo_CP02-PTT-2022,beta_2_2,4,primary_conservative_method_1,CP02-PTT-2022,PTT — 2022,pooled_posterior_mean_only,,0.961206896551724,,0.93290403642341,0.98203232603633,1,1,-28.2475541221147,5.39812724430031e-13,1,5.39812724430031e-13,,,,,,,3.85754160435709,-0.00363685344827591,-0.00363685344827591,false,finite,defined,ok_conditional,delta_primary_target is narrowly typed as pooled_posterior_mean; other scales live in CP02_influence.csv.
