row_id,source_record,source_line,fitted_mpa,residual_mpa,leverage,internal_standardized_residual,deleted_studentized_residual,deleted_residual_mpa,cook_distance,leverage_screen_2p_over_n,cook_screen_4_over_n,screen_union
CP01-R0224,224,225,32.10113750,1.43886250,0.00702506,0.13885215,0.13878545,1.44904210,0.00001516,false,false,false
CP01-R0225,225,226,34.21895848,-26.46895848,0.03448556,-2.59035885,-2.59763984,-27.41435809,0.02662907,true,true,true
CP01-R0226,226,227,35.47540123,-17.65540123,0.03454212,-1.72787925,-1.72956349,-18.28707552,0.01186861,true,true,true
CP01-R0227,227,228,37.07451019,-12.83451019,0.03470942,-1.25618247,-1.25653854,-13.29600686,0.00630452,true,true,true
CP01-R0228,228,229,40.27272810,-7.42272810,0.03536432,-0.72674886,-0.72658082,-7.69485130,0.00215143,true,false,true
CP01-R0229,229,230,45.29849911,-6.06849911,0.03725630,-0.59474173,-0.59455341,-6.30333818,0.00152091,true,false,true
CP01-R0230,230,231,24.86722807,-6.86722807,0.00588829,-0.66231767,-0.66213550,-6.90790384,0.00028870,false,false,false
CP01-R0231,231,232,26.12367083,4.26632917,0.00566335,0.41142446,0.41125702,4.29062852,0.00010712,false,false,false
CP01-R0232,232,233,27.72277978,17.98722022,0.00547239,1.73443527,1.73614525,18.08619502,0.00183922,false,false,false
CP01-R0233,233,234,30.92099769,19.84900231,0.00541078,1.91390013,1.91640344,19.95698507,0.00221417,false,false,false
CP01-R0234,234,235,35.94676870,17.95323130,0.00617679,1.73177124,1.73347073,18.06481389,0.00207106,false,false,false
CP01-R0235,235,236,24.82639987,-11.64639987,0.00576078,-1.12317833,-1.12332235,-11.71388091,0.00081217,false,false,false
CP01-R0236,236,237,26.08284262,-8.24284262,0.00553679,-0.79484988,-0.79470645,-8.28873564,0.00039084,false,false,false
CP01-R0237,237,238,27.68195157,12.54804843,0.00534705,1.20988158,1.21015675,12.61550420,0.00087435,false,false,false
CP01-R0238,238,239,30.88016949,16.24983051,0.00528787,1.56676043,1.56787889,16.33621430,0.00144993,false,false,false
CP01-R0239,239,240,35.90594049,14.06405951,0.00605772,1.35653991,1.35709897,14.14977482,0.00124615,false,false,false
CP01-R0240,240,241,21.33348711,-7.97348711,0.00600314,-0.76905651,-0.76890254,-8.02164217,0.00039689,false,false,false
CP01-R0241,241,242,22.58992986,-0.26992986,0.00573980,-0.02603175,-0.02601901,-0.27148815,0.00000043,false,false,false
CP01-R0242,242,243,24.18903882,0.35096118,0.00549997,0.03384224,0.03382569,0.35290213,0.00000070,false,false,false
CP01-R0243,243,244,27.38725673,3.96274327,0.00534060,0.38208607,0.38192622,3.98402033,0.00008710,false,false,false
CP01-R0244,244,245,32.41302773,8.44697227,0.00595301,0.81470443,0.81457017,8.49755832,0.00044166,false,false,false
CP01-R0245,245,246,22.14861045,-2.21861045,0.00378601,-0.21375053,-0.21365061,-2.22704205,0.00001929,false,false,false
CP01-R0246,246,247,23.40505320,2.28494680,0.00355878,0.22011656,0.22001396,2.29310746,0.00001923,false,false,false
CP01-R0247,247,248,25.00416216,5.22583784,0.00336491,0.50337345,0.50318932,5.24348166,0.00009505,false,false,false
CP01-R0248,248,249,28.20238007,11.38761993,0.00329746,1.09686365,1.09697288,11.42529437,0.00044226,false,false,false
CP01-R0249,249,250,33.22815108,11.07184892,0.00405432,1.06685351,1.06692578,11.11692046,0.00051481,false,false,false
CP01-R0250,250,251,23.58500365,-9.76500365,0.00539109,-0.94156152,-0.94150916,-9.81793297,0.00053392,false,false,false
CP01-R0251,251,252,24.84144640,0.07855360,0.00519462,0.00757355,0.00756984,0.07896378,0.00000003,false,false,false
CP01-R0252,252,253,26.44055536,2.77944464,0.00503990,0.26795241,0.26783057,2.79352372,0.00004041,false,false,false
CP01-R0253,253,254,29.63877327,8.69122673,0.00505076,0.83788243,0.83776008,8.73534686,0.00039599,false,false,false
CP01-R0254,254,255,34.66454427,7.68545573,0.00593067,0.74124837,0.74108472,7.73130756,0.00036423,false,false,false
CP01-R0255,255,256,26.43011792,-12.89011792,0.00457169,-1.24237974,-1.24271087,-12.94931813,0.00078765,false,false,false
CP01-R0256,256,257,27.68656067,-1.37656067,0.00449047,-0.13267073,-0.13260688,-1.38276996,0.00000882,false,false,false
CP01-R0257,257,258,29.28566963,2.35433037,0.00448244,0.22690570,0.22680027,2.36493104,0.00002576,false,false,false
CP01-R0258,258,259,32.48388754,10.06611246,0.00478667,0.97030027,0.97027244,10.11452739,0.00050314,false,false,false
CP01-R0259,259,260,37.50965854,5.41034146,0.00612760,0.52186939,0.52168334,5.44369825,0.00018657,false,false,false
CP01-R0260,260,261,26.85558153,-13.52558153,0.00474167,-1.30373853,-1.30418595,-13.59002090,0.00089977,false,false,false
CP01-R0261,261,262,28.11202428,-2.74202428,0.00465254,-0.26429345,-0.26417303,-2.75484129,0.00003628,false,false,false
CP01-R0262,262,263,29.71113324,7.68886676,0.00463443,0.74109433,0.74093063,7.72466619,0.00028413,false,false,false
CP01-R0263,263,264,32.90935115,11.49064885,0.00491851,1.10768862,1.10781188,11.54744509,0.00067386,false,false,false
CP01-R0264,264,265,37.93512216,9.80487784,0.00622777,0.94580417,0.94575528,9.86632305,0.00062288,false,false,false
CP01-R0265,265,266,27.59946131,-8.07946131,0.00474896,-0.77878675,-0.77863657,-8.11801346,0.00032156,false,false,false
CP01-R0266,266,267,28.85590406,2.49409594,0.00464410,0.24039555,0.24028459,2.50573281,0.00002996,false,false,false
CP01-R0267,267,268,30.45501302,8.04498698,0.00460597,0.77540803,0.77525651,8.08221340,0.00030913,false,false,false
CP01-R0268,268,269,33.65323093,11.42676907,0.00485000,1.10149275,1.10160793,11.48245899,0.00065701,false,false,false
CP01-R0269,269,270,38.67900194,9.14099806,0.00609632,0.88170628,0.88161009,9.19706636,0.00052982,false,false,false
CP01-R0270,270,271,26.17147636,-10.73147636,0.00372178,-1.03388354,-1.03391847,-10.77156578,0.00044368,false,false,false
CP01-R0271,271,272,27.42791912,-0.65791912,0.00355276,-0.06337936,-0.06334843,-0.66026488,0.00000159,false,false,false
CP01-R0272,272,273,29.02702807,4.70297193,0.00343298,0.45302440,0.45284801,4.71917275,0.00007855,false,false,false
CP01-R0273,273,274,32.22524598,10.47475402,0.00351371,1.00904523,1.00905422,10.51168899,0.00039891,false,false,false
CP01-R0274,274,275,37.25101699,8.58898301,0.00450341,0.82779790,0.82767021,8.62783769,0.00034444,false,false,false
CP01-R0275,275,276,24.86626553,-7.64626553,0.00445158,-0.73692052,-0.73675550,-7.68045571,0.00026981,false,false,false
CP01-R0276,276,277,26.12270828,3.80729172,0.00421941,0.36689077,0.36673523,3.82342432,0.00006338,false,false,false
CP01-R0277,277,278,27.72181724,1.92818276,0.00401925,0.18579122,0.18570335,1.93596388,0.00001548,false,false,false
CP01-R0278,278,279,30.92003515,6.04996485,0.00393922,0.58292462,0.58273606,6.07389126,0.00014932,false,false,false
CP01-R0279,279,280,35.94580615,7.63419385,0.00467631,0.73584015,0.73567480,7.67006146,0.00028266,false,false,false
CP01-R0280,280,281,25.04160029,-11.92160029,0.00465266,-1.14907848,-1.14925899,-11.97732673,0.00068578,false,false,false
CP01-R0281,281,282,26.29804304,-1.86804304,0.00441839,-0.18003250,-0.17994717,-1.87633341,0.00001598,false,false,false
CP01-R0282,282,283,27.89715199,4.76284801,0.00421556,0.45897235,0.45879486,4.78301106,0.00009909,false,false,false
CP01-R0283,283,284,31.09536991,5.54463009,0.00413019,0.53428596,0.53409891,5.56762542,0.00013154,false,false,false
CP01-R0284,284,285,36.12114091,8.08885909,0.00485888,0.77973566,0.77958587,8.12835377,0.00032984,false,false,false
CP01-R0285,285,286,25.01959707,-11.39959707,0.00536789,-1.09915952,-1.09927169,-11.46111908,0.00072447,false,false,false
CP01-R0286,286,287,26.27603982,-4.67603982,0.00525139,-0.45084161,-0.45066564,-4.70072515,0.00011922,false,false,false
CP01-R0287,287,288,27.87514877,-0.10514877,0.00519844,-0.01013768,-0.01013271,-0.10569824,0.00000006,false,false,false
CP01-R0288,288,289,31.07336668,4.49663332,0.00541285,0.43357928,0.43340680,4.52110538,0.00011368,false,false,false
CP01-R0289,289,290,36.09913769,9.27086231,0.00661262,0.89446485,0.89437720,9.33257511,0.00059175,false,false,false
CP01-R0290,290,291,26.04183310,-18.72183310,0.00394948,-1.80389042,-1.80588687,-18.79606784,0.00143363,false,false,false
CP01-R0291,291,292,27.29827585,-5.79827585,0.00381719,-0.55863973,-0.55845144,-5.82049377,0.00013287,false,false,false
CP01-R0292,292,293,28.89738481,2.37261519,0.00374414,0.22858321,0.22847709,2.38153198,0.00002182,false,false,false
CP01-R0293,293,294,32.09560272,11.40439728,0.00391834,1.09882196,1.09893370,11.44925939,0.00052774,false,false,false
CP01-R0294,294,295,37.12137372,11.54862628,0.00505493,1.11335392,1.11348468,11.60730042,0.00069975,false,false,false
CP01-R0295,295,296,27.60685640,-20.20685640,0.00539368,-1.94838875,-1.95106490,-20.31643674,0.00228740,false,false,false
CP01-R0296,296,297,28.86329915,-5.35329915,0.00530163,-0.51615278,-0.51596728,-5.38183163,0.00015777,false,false,false
CP01-R0297,297,298,30.46240811,0.65759189,0.00527980,0.06340280,0.06337187,0.66108227,0.00000237,false,false,false
CP01-R0298,298,299,33.66062602,5.48937398,0.00555644,0.52934061,0.52915394,5.52004581,0.00017396,false,false,false
CP01-R0299,299,300,38.68639703,9.46360297,0.00685402,0.91317167,0.91309732,9.52891431,0.00063943,false,false,false
CP01-R0300,300,301,32.65666139,-10.15666139,0.00352320,-0.97840766,-0.97838717,-10.19257191,0.00037607,false,false,false
CP01-R0301,301,302,33.91310414,0.75689586,0.00339274,0.07290823,0.07287271,0.75947255,0.00000201,false,false,false
CP01-R0302,302,303,35.51221310,-0.77221310,0.00332202,-0.07438103,-0.07434480,-0.77478696,0.00000205,false,false,false
CP01-R0303,303,304,38.71043101,6.36956899,0.00350089,0.61358404,0.61339658,6.39194648,0.00014696,false,false,false
CP01-R0304,304,305,43.73620202,5.23379798,0.00464481,0.50446423,0.50427998,5.25822142,0.00013195,false,false,false
CP01-R0305,305,306,33.43822475,-10.29822475,0.00372964,-0.99214746,-0.99213985,-10.33677720,0.00040945,false,false,false
CP01-R0306,306,307,34.69466750,7.19533250,0.00362138,0.69317219,0.69299574,7.22148426,0.00019404,false,false,false
CP01-R0307,307,308,36.29377646,11.98622354,0.00357893,1.15468463,1.15487333,12.02927547,0.00053210,false,false,false
CP01-R0308,308,309,39.49199437,11.54800563,0.00381432,1.11260064,1.11273040,11.59222209,0.00052664,false,false,false
CP01-R0309,309,310,44.51776537,11.12223463,0.00504707,1.07224307,1.07232177,11.17865407,0.00064801,false,false,false
CP01-R0310,310,311,32.35559890,-9.40559890,0.00362600,-0.90610333,-0.90602384,-9.43982773,0.00033199,false,false,false
CP01-R0311,311,312,33.61204165,1.61795835,0.00348172,0.15585731,0.15578282,1.62361131,0.00000943,false,false,false
CP01-R0312,312,313,35.21115061,4.72884939,0.00339343,0.45550807,0.45533121,4.74495103,0.00007850,false,false,false
CP01-R0313,313,314,38.40936852,10.31063148,0.00353713,0.99324679,0.99324023,10.34723098,0.00038910,false,false,false
CP01-R0314,314,315,43.43513953,8.60486047,0.00462580,0.82937914,0.82925227,8.64484979,0.00035519,false,false,false
CP01-R0315,315,316,34.04533672,-13.02533672,0.00492213,-1.25563349,-1.25598855,-13.08976631,0.00086652,false,false,false
CP01-R0316,316,317,35.30177947,-1.94177947,0.00487896,-0.18718214,-0.18709366,-1.95129978,0.00001909,false,false,false
CP01-R0317,317,318,36.90088842,-2.96088842,0.00491933,-0.28542720,-0.28529877,-2.97552603,0.00004475,false,false,false
CP01-R0318,318,319,40.09910634,4.04089366,0.00532038,0.38961734,0.38945545,4.06250777,0.00009022,false,false,false
CP01-R0319,319,320,45.12487734,0.24512266,0.00681345,0.02365214,0.02364056,0.24680425,0.00000043,false,false,false
CP01-R0320,320,321,31.39578117,-16.03578117,0.00455117,-1.54555020,-1.54660341,-16.10909644,0.00121347,false,false,false
CP01-R0321,321,322,32.65222392,-3.97222392,0.00445247,-0.38282932,-0.38266926,-3.98998922,0.00007283,false,false,false
CP01-R0322,322,323,34.25133287,-3.40133287,0.00442218,-0.32780381,-0.32766048,-3.41644098,0.00005303,false,false,false
CP01-R0323,323,324,37.44955079,4.58044921,0.00468189,0.44149886,0.44132472,4.60199523,0.00010188,false,false,false
CP01-R0324,324,325,42.47532179,8.58467821,0.00595285,0.82798600,0.82785841,8.63608754,0.00045616,false,false,false
CP01-R0325,325,326,33.95730682,-12.17730682,0.00540656,-1.17416984,-1.17438785,-12.24350210,0.00083271,false,false,false
CP01-R0326,326,327,35.21374957,7.07625043,0.00533514,0.68228728,0.68210859,7.11420573,0.00027743,false,false,false
CP01-R0327,327,328,36.81285852,13.78714148,0.00533957,1.32934980,1.32985001,13.86115403,0.00105406,false,false,false
CP01-R0328,328,329,40.01107643,15.81892357,0.00566872,1.52550572,1.52649914,15.90910777,0.00147414,false,false,false
CP01-R0329,329,330,45.03684744,15.91315256,0.00704880,1.53565882,1.53668229,16.02611740,0.00186009,false,false,false
CP01-R0330,330,331,35.42968212,-11.90968212,0.00635369,-1.14891189,-1.14909215,-11.98583643,0.00093783,false,false,false
CP01-R0331,331,332,36.68612487,5.53387513,0.00629712,0.53383070,0.53364369,5.56894341,0.00020065,false,false,false
CP01-R0332,332,333,38.28523383,14.21476617,0.00632044,1.37125747,1.37184961,14.30518115,0.00132891,false,false,false
CP01-R0333,333,334,41.48345174,18.83654826,0.00668738,1.81744305,1.81949837,18.96336341,0.00247086,false,false,false
CP01-R0334,334,335,46.50922274,19.91077726,0.00812684,1.92248345,1.92502914,20.07391483,0.00336472,false,false,false
CP01-R0335,335,336,34.37952121,-10.57952121,0.00381783,-1.01929313,-1.01931259,-10.62006683,0.00044242,false,false,false
CP01-R0336,336,337,35.63596396,3.13403604,0.00369708,0.30193312,0.30179869,3.14566581,0.00003759,false,false,false
CP01-R0337,337,338,37.23507292,14.09492708,0.00363872,1.35786589,1.35842789,14.14640191,0.00074818,false,false,false
CP01-R0338,338,339,40.43329083,16.41670917,0.00384231,1.58170149,1.58286717,16.48003052,0.00107219,false,false,false
CP01-R0339,339,340,45.45906184,13.15093816,0.00502507,1.26780696,1.26818457,13.21735636,0.00090197,false,false,false
CP01-R0340,340,341,33.23198766,-11.32198766,0.00361112,-1.09071355,-1.09081496,-11.36302094,0.00047906,false,false,false
CP01-R0341,341,342,34.48843041,2.50156959,0.00341924,0.24096768,0.24085650,2.51015241,0.00002214,false,false,false
CP01-R0342,342,343,36.08753937,11.31246063,0.00327036,1.08960944,1.08970947,11.34957782,0.00043283,false,false,false
CP01-R0343,343,344,39.28575728,12.67424272,0.00329289,1.22078928,1.22108281,12.71611546,0.00054708,false,false,false
CP01-R0344,344,345,44.31152828,12.42847172,0.00419114,1.19765629,1.19791139,12.48078037,0.00067078,false,false,false
CP01-R0345,345,346,32.47870035,-14.90870035,0.00613942,-1.43806832,-1.43882181,-15.00079654,0.00141944,false,false,false
CP01-R0346,346,347,33.73514310,-0.00514310,0.00608062,-0.00049608,-0.00049584,-0.00517457,0.00000000,false,false,false
CP01-R0347,347,348,35.33425206,4.81574794,0.00610112,0.46451005,0.46433158,4.84530975,0.00014717,false,false,false
CP01-R0348,348,349,38.53246997,8.10753003,0.00646241,0.78216590,0.78201710,8.16026498,0.00044215,false,false,false
CP01-R0349,349,350,43.55824098,6.52175902,0.00789299,0.62963368,0.62944748,6.57364476,0.00035044,false,false,false
CP01-R0350,350,351,32.83921813,-15.46921813,0.00603982,-1.49206017,-1.49295785,-15.56321721,0.00150309,false,false,false
CP01-R0351,351,352,34.09566088,-0.39566088,0.00597385,-0.03816161,-0.03814294,-0.39803870,0.00000097,false,false,false
CP01-R0352,352,353,35.69476983,10.24523017,0.00598522,0.98816112,0.98814972,10.30691934,0.00065328,false,false,false
CP01-R0353,353,354,38.89298775,12.53701225,0.00632825,1.20941414,1.20968854,12.61685486,0.00103502,false,false,false
CP01-R0354,354,355,43.91875875,15.38124125,0.00773014,1.48483758,1.48571524,15.50106672,0.00190842,false,false,false
CP01-R0355,355,356,36.71579063,-6.26579063,0.00513501,-0.60408252,-0.60389455,-6.29813161,0.00020928,false,false,false
CP01-R0356,356,357,37.97223338,9.73776662,0.00498021,0.93874139,0.93868674,9.78650542,0.00049008,false,false,false
CP01-R0357,357,358,39.57134234,23.56865766,0.00487851,2.27195256,2.27660177,23.68420119,0.00281169,false,false,false
CP01-R0358,358,359,42.76956025,24.05043975,0.00499541,2.31853120,2.32352026,24.17118468,0.00299867,false,false,false
CP01-R0359,359,360,47.79533126,19.15466874,0.00604196,1.84753674,1.84972633,19.27110392,0.00230544,false,false,false
CP01-R0360,360,361,37.53929243,-10.11929243,0.00653313,-0.97628342,-0.97626099,-10.18583778,0.00069643,false,false,false
CP01-R0361,361,362,38.79573518,-2.83573518,0.00651919,-0.27358255,-0.27345856,-2.85434318,0.00005457,false,false,false
CP01-R0362,362,363,40.39484413,15.11515587,0.00659678,1.45831825,1.45912435,15.21552931,0.00156916,false,false,false
CP01-R0363,363,364,43.59306205,18.39693795,0.00707225,1.77537126,1.77724702,18.52797245,0.00249446,false,false,false
CP01-R0364,364,365,48.61883305,14.91116695,0.00868228,1.44014978,1.44090860,15.04176368,0.00201834,false,false,false
CP01-R0365,365,366,32.64806426,-14.62806426,0.00496624,-1.41016658,-1.41085043,-14.70107335,0.00110278,false,false,false
CP01-R0366,366,367,33.90450701,4.69549299,0.00487376,0.45263129,0.45245497,4.71848980,0.00011149,false,false,false
CP01-R0367,367,368,35.50361596,16.69638404,0.00485139,1.60946271,1.61071891,16.77777961,0.00140313,false,false,false
CP01-R0368,368,369,38.70183388,15.25816612,0.00512694,1.47102810,1.47186812,15.33679703,0.00123905,false,false,false
CP01-R0369,369,370,43.72760488,12.90239512,0.00642280,1.24472094,1.24505625,12.98580035,0.00111282,false,false,false
CP01-R0370,370,371,29.24824923,-13.90824923,0.00521484,-1.34094288,-1.34146782,-13.98115868,0.00104734,false,false,false
CP01-R0371,371,372,30.50469198,-4.45469198,0.00509387,-0.42946630,-0.42929471,-4.47749978,0.00010493,false,false,false
CP01-R0372,372,373,32.10380094,-1.88380094,0.00503524,-0.18160743,-0.18152141,-1.89333433,0.00001855,false,false,false
CP01-R0373,373,374,35.30201885,1.96798115,0.00523827,0.18974217,0.18965257,1.97834425,0.00002106,false,false,false
CP01-R0374,374,375,40.32778986,5.90221014,0.00642017,0.56939775,0.56920923,5.94034821,0.00023277,false,false,false
CP01-R0375,375,376,23.42802988,-7.14802988,0.01075034,-0.69109201,-0.69091510,-7.22570870,0.00057669,false,false,false
CP01-R0376,376,377,24.68447263,0.93552737,0.01034153,0.09043078,0.09038685,0.94530325,0.00000949,false,false,false
CP01-R0377,377,378,26.28358159,5.68641841,0.00991656,0.54954768,0.54935975,5.74337292,0.00033609,false,false,false
CP01-R0378,378,379,29.48179950,6.81820050,0.00938692,0.65874936,0.65856665,6.88280886,0.00045690,false,false,false
CP01-R0379,379,380,34.50757051,8.55242949,0.00941747,0.82631690,0.82618844,8.63373743,0.00072126,false,false,false
CP01-R0380,380,381,54.64314426,12.92685574,0.01640083,1.25339019,1.25374115,13.14240207,0.00291057,false,false,false
CP01-R0381,381,382,54.02967831,3.20032169,0.02670102,0.31194136,0.31180342,3.28811777,0.00029661,true,false,true
CP01-R0382,382,383,47.30017415,34.44982585,0.01020119,3.32978376,3.34637213,34.80487686,0.01269677,false,true,true
CP01-R0383,383,384,47.75888326,16.26111674,0.01329710,1.57419899,1.57534083,16.48025631,0.00371063,false,false,false
CP01-R0384,384,385,46.13497077,32.66502923,0.00714528,3.15240976,3.16631259,32.90010969,0.00794651,false,true,true
CP01-R0385,385,386,50.47521834,-9.10521834,0.02687573,-0.88758239,-0.88749008,-9.35668608,0.00241750,true,false,true
CP01-R0386,386,387,50.92515875,9.35484125,0.01171283,0.90489317,0.90481282,9.46571154,0.00107828,false,false,false
CP01-R0387,387,388,48.58150552,8.24849448,0.00772620,0.79627190,0.79612910,8.31272026,0.00054855,false,false,false
CP01-R0388,388,389,49.43734232,1.58265768,0.00986340,0.15294733,0.15287416,1.59842357,0.00002589,false,false,false
CP01-R0389,389,390,51.94616413,3.60383587,0.00866494,0.34806250,0.34791265,3.63533584,0.00011766,false,false,false
CP01-R0390,390,391,43.39100520,0.73899480,0.01684967,0.07166942,0.07163449,0.75166003,0.00000978,false,false,false
CP01-R0391,391,392,42.59407892,-3.21407892,0.01584856,-0.31155020,-0.31141239,-3.26583775,0.00017368,false,false,false
CP01-R0392,392,393,54.42119739,1.22880261,0.01482321,0.11904948,0.11899199,1.24729147,0.00002369,false,false,false
CP01-R0393,393,394,47.28521690,-0.00521690,0.01131126,-0.00050453,-0.00050428,-0.00527659,0.00000000,false,false,false
CP01-R0394,394,395,42.00963015,2.32036985,0.01150492,0.22442562,0.22432122,2.34737624,0.00006513,false,false,false
CP01-R0395,395,396,36.44089105,15.85910895,0.00792291,1.53111756,1.53212753,15.98576271,0.00208024,false,false,false
CP01-R0396,396,397,30.15088106,19.09911894,0.01176801,1.84750807,1.84969753,19.32655399,0.00451621,false,true,true
CP01-R0397,397,398,50.50444080,-9.13444080,0.02676368,-0.89037975,-0.89028932,-9.38563491,0.00242234,true,false,true
CP01-R0398,398,399,26.66526789,2.49473211,0.00842146,0.24091444,0.24080327,2.51591984,0.00005477,false,false,false
CP01-R0399,399,400,30.29395335,9.10604665,0.00904414,0.87964042,0.87954289,9.18915461,0.00078466,false,false,false
CP01-R0400,400,401,30.58107224,8.71892776,0.00315844,0.83975477,0.83963343,8.74655326,0.00024826,false,false,false
CP01-R0401,401,402,47.51322472,20.35677528,0.00897377,1.96638644,1.96915551,20.54110636,0.00389032,false,true,true
CP01-R0402,402,403,47.51143365,11.00856635,0.01562171,1.06697001,1.06704242,11.18326806,0.00200737,false,false,false
CP01-R0403,403,404,44.00722592,9.57277408,0.00829859,0.92437844,0.92431251,9.65287932,0.00079447,false,false,false
CP01-R0404,404,405,45.97498755,13.02501245,0.01139114,1.25970358,1.26006612,13.17509182,0.00203159,false,false,false
CP01-R0405,405,406,51.27068926,24.96931074,0.01151563,2.41503881,2.42078003,25.26019770,0.00754959,false,true,true
CP01-R0406,406,407,51.66925151,18.17074849,0.02425596,1.76891648,1.77076553,18.62245406,0.00864281,true,true,true
CP01-R0407,407,408,21.22688424,-6.82688424,0.01197630,-0.66045210,-0.66026964,-6.90963614,0.00058748,false,false,false
CP01-R0408,408,409,31.12358314,-11.70358314,0.00463851,-1.12805661,-1.12820733,-11.75812334,0.00065890,false,false,false
CP01-R0409,409,410,29.62550000,-8.89550000,0.00562456,-0.85782290,-0.85771185,-8.94581632,0.00046248,false,false,false
CP01-R0410,410,411,31.11016391,-16.17016391,0.00456355,-1.55851188,-1.55960472,-16.24429549,0.00123728,false,false,false
CP01-R0411,411,412,27.42025927,-6.13025927,0.00979596,-0.59240533,-0.59221694,-6.19090511,0.00038576,false,false,false
CP01-R0412,412,413,29.67008379,-6.59008379,0.00643355,-0.63576255,-0.63557695,-6.63275596,0.00029080,false,false,false
CP01-R0413,413,414,31.02407729,-15.50407729,0.00568204,-1.49515338,-1.49605971,-15.59267545,0.00141941,false,false,false
CP01-R0414,414,415,31.88939716,-16.06939716,0.00517407,-1.54927495,-1.55033947,-16.15297371,0.00138707,false,false,false
CP01-R0415,415,416,24.38130666,-11.83130666,0.00537757,-1.14079091,-1.14095950,-11.89527437,0.00078180,false,false,false
CP01-R0416,416,417,22.64146657,-14.15146657,0.00609970,-1.36499954,-1.36557750,-14.23831608,0.00127054,false,false,false
CP01-R0417,417,418,31.91955807,-16.30955807,0.00564550,-1.57280194,-1.57393937,-16.40215637,0.00156051,false,false,false
CP01-R0418,418,419,22.10802638,-9.92802638,0.00499721,-0.95709101,-0.95705162,-9.97788796,0.00051117,false,false,false
CP01-R0419,419,420,24.41288776,-12.43288776,0.00715172,-1.19986679,-1.20012548,-12.52244471,0.00115226,false,false,false
CP01-R0420,420,421,22.48332699,-5.60332699,0.01195366,-0.54207550,-0.54188795,-5.67111761,0.00039500,false,false,false
CP01-R0421,421,422,32.38002589,0.70997411,0.00454386,0.06842801,0.06839465,0.71321485,0.00000237,false,false,false
CP01-R0422,422,423,30.88194276,3.35805724,0.00552122,0.32381190,0.32366990,3.37670076,0.00006468,false,false,false
CP01-R0423,423,424,32.36660666,-0.55660666,0.00446655,-0.05364422,-0.05361802,-0.55910393,0.00000143,false,false,false
CP01-R0424,424,425,28.67670203,1.07329797,0.00980067,0.10371975,0.10366949,1.08392113,0.00001183,false,false,false
CP01-R0425,425,426,30.92652655,2.08347345,0.00639353,0.20099406,0.20089958,2.09687992,0.00002888,false,false,false
CP01-R0426,426,427,32.28052004,0.61947996,0.00563321,0.05973879,0.05970963,0.62298939,0.00000225,false,false,false
CP01-R0427,427,428,33.14583991,-3.59583991,0.00508849,-0.34666547,-0.34651605,-3.61423089,0.00006829,false,false,false
CP01-R0428,428,429,25.63774941,-6.21774941,0.00523024,-0.59947958,-0.59929141,-6.25044069,0.00020994,false,false,false
CP01-R0429,429,430,23.89790932,0.76209068,0.00588463,0.07350057,0.07346476,0.76660185,0.00000355,false,false,false
CP01-R0430,430,431,33.17600082,-3.58600082,0.00555976,-0.34579882,-0.34564967,-3.60604960,0.00007428,false,false,false
CP01-R0431,431,432,23.36446913,0.91553087,0.00487544,0.08825448,0.08821158,0.92001636,0.00000424,false,false,false
CP01-R0432,432,433,25.66933051,-4.93933051,0.00691228,-0.47662492,-0.47644446,-4.97371017,0.00017569,false,false,false
CP01-R0433,433,434,24.08243594,2.11756406,0.01202017,0.20486369,0.20476755,2.14332722,0.00005673,false,false,false
CP01-R0434,434,435,33.97913485,12.41086515,0.00451872,1.19615641,1.19640908,12.46720090,0.00072163,false,false,false
CP01-R0435,435,436,32.48105171,6.67894829,0.00548502,0.64402820,0.64384352,6.71578451,0.00025418,false,false,false
CP01-R0436,436,437,33.96571562,7.23428438,0.00443843,0.69721060,0.69703503,7.26653637,0.00024079,false,false,false
CP01-R0437,437,438,30.27581098,3.41418902,0.00990200,0.32995213,0.32980809,3.44833444,0.00012098,false,false,false
CP01-R0438,438,439,32.52563550,5.67436450,0.00643792,0.54742193,0.54723410,5.71113232,0.00021575,false,false,false
CP01-R0439,439,440,33.87962899,7.53037101,0.00566640,0.72619421,0.72602602,7.57328424,0.00033392,false,false,false
CP01-R0440,440,441,34.74494887,3.06505113,0.00507490,0.29549150,0.29535939,3.08068531,0.00004949,false,false,false
CP01-R0441,441,442,27.23685837,-2.38685837,0.00513804,-0.23011647,-0.23000971,-2.39918549,0.00003039,false,false,false
CP01-R0442,442,443,25.49701827,1.72298173,0.00570622,0.16615973,0.16608058,1.73286987,0.00001761,false,false,false
CP01-R0443,443,444,34.77510977,9.86489023,0.00554597,0.95126686,0.95122252,9.91990577,0.00056073,false,false,false
CP01-R0444,444,445,24.96357808,12.30642192,0.00481580,1.18626722,1.18650409,12.36597393,0.00075664,false,false,false
CP01-R0445,445,446,27.26843946,6.00156054,0.00670286,0.57906466,0.57887608,6.04205963,0.00025142,false,false,false
CP01-R0446,446,447,27.28065386,9.27934614,0.01247349,0.89793616,0.89785090,9.39655397,0.00113159,false,false,false
CP01-R0447,447,448,37.17735276,16.54264724,0.00478873,1.59459292,1.59580018,16.62224673,0.00135945,false,false,false
CP01-R0448,448,449,35.67926962,12.91073038,0.00573292,1.24509287,1.24542885,12.98517335,0.00099319,false,false,false
CP01-R0449,449,450,37.16393353,14.55606647,0.00470248,1.40303994,1.40370653,14.62483952,0.00103341,false,false,false
