model_id,predictor_profile_id,profile_size,row_id,source_record,source_line,training_rank,predicted_mpa,residual_mpa,absolute_difference_from_rowwise_loo_mpa
FULL_ADDITIVE_RAW,CP01-PROFILE-R0775,1,CP01-R0775,775,776,9,31.51879763,-20.04879763,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0776,1,CP01-R0776,776,777,9,21.23477275,1.20522725,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0777,1,CP01-R0777,777,778,9,24.92442217,-3.76442217,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0778,1,CP01-R0778,778,779,9,27.28208970,4.55791030,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0779,1,CP01-R0779,779,780,9,19.96907416,-5.16907416,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0780,1,CP01-R0780,780,781,9,22.31831487,2.86168513,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0781,1,CP01-R0781,781,782,9,16.79058863,0.74941137,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0782,1,CP01-R0782,782,783,9,19.24442066,-5.04442066,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0783,1,CP01-R0783,783,784,9,21.61372351,0.03627649,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0784,1,CP01-R0784,784,785,9,28.69224714,0.69775286,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0785,1,CP01-R0785,785,786,9,20.53993430,-7.01993430,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0786,1,CP01-R0786,786,787,9,22.71472324,-6.45472324,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0787,1,CP01-R0787,787,788,9,25.05673771,6.39326229,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0788,1,CP01-R0788,788,789,9,32.14459353,5.08540647,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0789,1,CP01-R0789,789,790,9,25.75585420,-7.62585420,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0790,1,CP01-R0790,790,791,9,28.07553314,4.64446686,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0791,1,CP01-R0791,791,792,9,35.15917967,4.33082033,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0792,1,CP01-R0792,792,793,9,45.50996946,-4.45996946,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0793,1,CP01-R0793,793,794,9,66.78058369,-24.65058369,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0794,1,CP01-R0794,794,795,9,18.12683858,0.00316142,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0795,1,CP01-R0795,795,796,9,37.16662007,-10.42662007,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0796,1,CP01-R0796,796,797,9,64.56131310,-2.64131310,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0797,1,CP01-R0797,797,798,9,49.62695040,-2.40695040,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0798,1,CP01-R0798,798,799,9,60.03244335,-8.99244335,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0799,1,CP01-R0799,799,800,9,70.54116805,-15.38116805,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0800,1,CP01-R0800,800,801,9,48.60254641,-6.96254641,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0801,1,CP01-R0801,801,802,9,15.86283677,-2.15283677,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0802,2,CP01-R0802,802,803,9,18.22600646,1.46399354,0.00996869
FULL_ADDITIVE_RAW,CP01-PROFILE-R0803,1,CP01-R0803,803,804,9,27.11875171,4.53124829,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0804,1,CP01-R0804,804,805,9,27.68992316,-8.57992316,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0805,1,CP01-R0805,805,806,9,30.39849392,9.18150608,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0806,1,CP01-R0806,806,807,9,37.46806362,11.32193638,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0807,1,CP01-R0807,807,808,9,29.38402117,-5.38402117,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0808,1,CP01-R0808,808,809,9,31.72728224,5.69271776,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0809,1,CP01-R0809,809,810,9,15.72799678,-4.25799678,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0802,2,CP01-R0810,810,811,9,18.22600646,1.46399354,0.00996869
FULL_ADDITIVE_RAW,CP01-PROFILE-R0811,1,CP01-R0811,811,812,9,20.55742636,-5.56742636,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0812,1,CP01-R0812,812,813,9,22.90413841,5.01586159,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0813,1,CP01-R0813,813,814,9,29.98777417,4.69222583,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0814,1,CP01-R0814,814,815,9,40.31360129,-2.98360129,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0815,1,CP01-R0815,815,816,9,61.51971988,-23.40971988,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0816,1,CP01-R0816,816,817,9,44.45872810,-10.65872810,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0817,1,CP01-R0817,817,818,9,44.79017356,-2.37017356,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0818,1,CP01-R0818,818,819,9,45.51167210,2.88832790,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0819,1,CP01-R0819,819,820,9,47.02501372,8.91498628,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0820,1,CP01-R0820,820,821,9,54.16996904,4.61003096,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0821,1,CP01-R0821,821,822,9,74.99414740,-7.88414740,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0822,1,CP01-R0822,822,823,9,20.17674457,0.59325543,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0823,1,CP01-R0823,823,824,9,21.76311292,3.41688708,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0824,1,CP01-R0824,824,825,9,39.20946882,-9.61946882,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0825,1,CP01-R0825,825,826,9,19.71595466,2.03404534,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0826,1,CP01-R0826,826,827,9,33.29536104,5.79463896,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0827,1,CP01-R0827,827,828,9,37.33730609,-12.94730609,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0828,1,CP01-R0828,828,829,9,52.46530130,-1.95530130,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0829,1,CP01-R0829,829,830,9,54.26851181,20.72148819,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0830,1,CP01-R0830,830,831,9,31.88220522,5.28779478,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0831,1,CP01-R0831,831,832,9,40.93924910,-7.17924910,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0832,1,CP01-R0832,832,833,9,23.12561812,-6.62561812,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0833,1,CP01-R0833,833,834,9,21.90067346,-1.91067346,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0834,1,CP01-R0834,834,835,9,40.00863351,-3.65863351,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0835,1,CP01-R0835,835,836,9,52.81485765,-19.12485765,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0836,1,CP01-R0836,836,837,9,28.32994918,-12.90994918,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0837,1,CP01-R0837,837,838,9,31.25059587,2.16940413,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0838,1,CP01-R0838,838,839,9,31.24146694,7.80853306,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0839,1,CP01-R0839,839,840,9,34.56639822,-6.88639822,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0840,1,CP01-R0840,840,841,9,26.72205535,0.13794465,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0841,1,CP01-R0841,841,842,9,42.34683500,2.95316500,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0842,1,CP01-R0842,842,843,9,30.31915758,-0.19915758,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0843,1,CP01-R0843,843,844,9,26.21276840,-10.64276840,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0844,1,CP01-R0844,844,845,9,34.54384021,10.06615979,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0845,1,CP01-R0845,845,846,9,39.83871226,13.68128774,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0846,1,CP01-R0846,846,847,9,39.62652921,17.58347079,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0847,1,CP01-R0847,847,848,9,46.61407382,19.29592618,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0848,1,CP01-R0848,848,849,9,43.55439206,9.26560794,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0849,1,CP01-R0849,849,850,9,31.73991553,1.66008447,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0850,1,CP01-R0850,850,851,9,22.30998680,-4.27998680,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0851,1,CP01-R0851,851,852,9,32.54647951,4.81352049,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0852,1,CP01-R0852,852,853,9,33.51718337,-0.67718337,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0853,1,CP01-R0853,853,854,9,31.14243942,11.49756058,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0854,1,CP01-R0854,854,855,9,29.68612516,10.37387484,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0855,1,CP01-R0855,855,856,9,39.92450325,2.01549675,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0856,1,CP01-R0856,856,857,9,44.54191759,16.68808241,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0857,1,CP01-R0857,857,858,9,39.46565897,1.40434103,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0858,1,CP01-R0858,858,859,9,36.55113005,-3.25113005,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0859,1,CP01-R0859,859,860,9,39.84313798,12.57686202,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0860,1,CP01-R0860,860,861,9,26.31424105,-11.22424105,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0861,1,CP01-R0861,861,862,9,37.39201184,1.06798816,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0862,1,CP01-R0862,862,863,9,36.99104429,0.26895571,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0863,1,CP01-R0863,863,864,9,19.86668600,15.36331400,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0864,1,CP01-R0864,864,865,9,35.58625065,6.54374935,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0865,1,CP01-R0865,865,866,9,27.60434494,4.26565506,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0866,1,CP01-R0866,866,867,9,34.20458717,7.33541283,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0867,1,CP01-R0867,867,868,9,36.13913547,3.31086453,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0868,1,CP01-R0868,868,869,9,35.33100288,2.57899712,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0869,1,CP01-R0869,869,870,9,39.76478218,4.51521782,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0870,1,CP01-R0870,870,871,9,33.40927745,-2.22927745,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0871,1,CP01-R0871,871,872,9,26.45260895,-2.76260895,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0872,1,CP01-R0872,872,873,9,28.97089440,3.78910560,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0873,1,CP01-R0873,873,874,9,31.86679307,0.53320693,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0874,1,CP01-R0874,874,875,9,18.03370690,10.59629310,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0875,1,CP01-R0875,875,876,9,34.97702616,1.82297384,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0876,1,CP01-R0876,876,877,9,24.22127242,-5.94127242,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0877,1,CP01-R0877,877,878,9,24.31074968,8.74925032,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0878,1,CP01-R0878,878,879,9,25.24822052,6.17177948,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0879,1,CP01-R0879,879,880,9,22.26987553,8.76012447,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0880,1,CP01-R0880,880,881,9,40.37932639,4.01067361,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0881,1,CP01-R0881,881,882,9,17.12507348,-4.94507348,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0882,1,CP01-R0882,882,883,9,30.91332051,-5.35332051,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0883,1,CP01-R0883,883,884,9,23.28262300,13.15737700,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0884,1,CP01-R0884,884,885,9,32.99283284,-0.03283284,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0885,1,CP01-R0885,885,886,9,28.11967312,-4.27967312,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0886,1,CP01-R0886,886,887,9,31.19245168,-4.96245168,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0887,1,CP01-R0887,887,888,9,25.60316871,-7.65316871,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0888,1,CP01-R0888,888,889,9,34.85968330,5.82031670,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0889,1,CP01-R0889,889,890,9,23.62514759,-4.61514759,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0890,1,CP01-R0890,890,891,9,33.56038786,0.15961214,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0891,1,CP01-R0891,891,892,9,16.95446619,-8.41446619,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0892,1,CP01-R0892,892,893,9,27.23252889,-13.77252889,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0893,1,CP01-R0893,893,894,9,26.04563454,6.19436546,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0894,1,CP01-R0894,894,895,9,25.66611721,-2.14611721,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0895,1,CP01-R0895,895,896,9,31.31521078,-1.59521078,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0896,1,CP01-R0896,896,897,9,37.95004855,11.81995145,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0897,1,CP01-R0897,897,898,9,42.19754631,10.24245369,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0898,1,CP01-R0898,898,899,9,36.77276570,4.15723430,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0899,1,CP01-R0899,899,900,9,27.96823876,16.89176124,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0900,1,CP01-R0900,900,901,9,19.24666178,-6.04666178,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0901,1,CP01-R0901,901,902,9,32.76376057,4.66623943,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0902,1,CP01-R0902,902,903,9,31.00990909,-1.13990909,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0903,1,CP01-R0903,903,904,9,41.04385584,15.56614416,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0904,1,CP01-R0904,904,905,9,17.77322634,-5.31322634,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0905,1,CP01-R0905,905,906,9,24.53318580,-0.74318580,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0906,1,CP01-R0906,906,907,9,20.25763761,-6.96763761,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0907,1,CP01-R0907,907,908,9,38.75321951,0.66678049,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0908,1,CP01-R0908,908,909,9,47.64486525,-1.41486525,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0909,1,CP01-R0909,909,910,9,50.51824300,-5.99824300,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0910,1,CP01-R0910,910,911,9,23.24461479,0.49538521,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0911,1,CP01-R0911,911,912,9,28.58262598,-2.44262598,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0912,1,CP01-R0912,912,913,9,23.96958879,-8.44958879,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0913,1,CP01-R0913,913,914,9,37.14910346,6.42089654,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0914,1,CP01-R0914,914,915,9,37.26327511,-1.40327511,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0915,1,CP01-R0915,915,916,9,40.10742300,0.94257700,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0916,1,CP01-R0916,916,917,9,33.73271266,-4.74271266,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0917,1,CP01-R0917,917,918,9,32.94637697,13.29362303,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0918,1,CP01-R0918,918,919,9,25.51642793,1.40357207,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0919,1,CP01-R0919,919,920,9,17.56492988,-7.02492988,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0920,1,CP01-R0920,920,921,9,27.71777265,-2.61777265,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0921,1,CP01-R0921,921,922,9,33.34651269,-4.27651269,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0922,1,CP01-R0922,922,923,9,18.15985029,-8.41985029,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0923,1,CP01-R0923,923,924,9,32.63071742,1.16928258,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0924,1,CP01-R0924,924,925,9,34.09925688,5.74074312,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0925,1,CP01-R0925,925,926,9,28.19178989,-1.22178989,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0926,1,CP01-R0926,926,927,9,30.85376190,-3.62376190,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0927,1,CP01-R0927,927,928,9,37.20384574,-6.55384574,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0928,1,CP01-R0928,928,929,9,35.97508197,-2.92508197,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0929,1,CP01-R0929,929,930,9,33.82431462,-9.24431462,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0930,1,CP01-R0930,930,931,9,26.77405848,-4.86405848,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0931,1,CP01-R0931,931,932,9,35.59337030,-4.71337030,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0932,1,CP01-R0932,932,933,9,24.06400041,-8.72400041,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0933,1,CP01-R0933,933,934,9,28.22994455,-3.88994455,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0934,1,CP01-R0934,934,935,9,40.08596583,-16.19596583,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0935,1,CP01-R0935,935,936,9,26.68834970,-3.75834970,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0936,1,CP01-R0936,936,937,9,30.25809153,-0.84809153,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0937,1,CP01-R0937,937,938,9,18.05670675,10.57329325,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0938,1,CP01-R0938,938,939,9,34.93009261,1.86990739,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0939,1,CP01-R0939,939,940,9,24.22518695,-5.93518695,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0940,1,CP01-R0940,940,941,9,24.39255814,8.32744186,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0941,1,CP01-R0941,941,942,9,25.02654199,6.39345801,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0942,1,CP01-R0942,942,943,9,22.40301878,6.53698122,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0943,1,CP01-R0943,943,944,9,40.35845381,0.57154619,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0944,1,CP01-R0944,944,945,9,16.97610917,-4.79610917,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0945,1,CP01-R0945,945,946,9,30.84145617,-5.28145617,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0946,1,CP01-R0946,946,947,9,23.33365379,13.10634621,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0947,1,CP01-R0947,947,948,9,32.95574188,0.00425812,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0948,1,CP01-R0948,948,949,9,28.11841414,-4.27841414,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0949,1,CP01-R0949,949,950,9,31.13223016,-4.90223016,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0950,1,CP01-R0950,950,951,9,25.59315391,-7.63315391,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0951,1,CP01-R0951,951,952,9,34.88476952,3.74523048,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0952,1,CP01-R0952,952,953,9,23.54120955,-4.53120955,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0953,1,CP01-R0953,953,954,9,33.44044807,0.27955193,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0954,1,CP01-R0954,954,955,9,17.03131816,-8.49131816,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0955,1,CP01-R0955,955,956,9,27.15434991,-13.69434991,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0956,1,CP01-R0956,956,957,9,25.90162024,6.34837976,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0957,1,CP01-R0957,957,958,9,25.65568277,-2.13568277,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0958,1,CP01-R0958,958,959,9,31.51106741,-1.78106741,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0959,1,CP01-R0959,959,960,9,38.10018226,11.66981774,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0960,1,CP01-R0960,960,961,9,42.07954182,10.37045818,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0961,1,CP01-R0961,961,962,9,36.76692155,4.16307845,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0962,1,CP01-R0962,962,963,9,28.15371690,16.71628310,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0963,1,CP01-R0963,963,964,9,19.24657339,-6.04657339,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0964,1,CP01-R0964,964,965,9,32.74504837,4.68495163,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0965,1,CP01-R0965,965,966,9,31.17468804,-1.30468804,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0966,1,CP01-R0966,966,967,9,40.99251177,15.62748823,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0967,1,CP01-R0967,967,968,9,17.71716937,-5.25716937,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0968,1,CP01-R0968,968,969,9,24.53267149,-0.74267149,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0969,1,CP01-R0969,969,970,9,20.16277291,-6.87277291,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0970,1,CP01-R0970,970,971,9,38.96931412,0.45068588,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0971,1,CP01-R0971,971,972,9,47.71504232,-1.48504232,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0972,1,CP01-R0972,972,973,9,50.40141434,-5.88141434,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0973,1,CP01-R0973,973,974,9,23.29160379,0.44839621,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0974,1,CP01-R0974,974,975,9,28.75376470,-2.60376470,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0975,1,CP01-R0975,975,976,9,23.93415101,-8.40415101,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0976,1,CP01-R0976,976,977,9,37.18899500,6.39100500,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0977,1,CP01-R0977,977,978,9,37.32467431,-1.45467431,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0978,1,CP01-R0978,978,979,9,40.06039473,0.98960527,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0979,1,CP01-R0979,979,980,9,33.83586869,-4.84586869,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0980,1,CP01-R0980,980,981,9,32.78924826,13.46075174,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0981,1,CP01-R0981,981,982,9,25.54187093,1.37812907,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0982,1,CP01-R0982,982,983,9,17.58415369,-7.04415369,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0983,1,CP01-R0983,983,984,9,27.66513442,-2.56513442,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0984,1,CP01-R0984,984,985,9,33.51403430,-4.44403430,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0985,1,CP01-R0985,985,986,9,18.10017773,-8.36017773,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0986,1,CP01-R0986,986,987,9,32.85858532,0.94141468,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0987,1,CP01-R0987,987,988,9,31.89035165,5.27964835,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0988,1,CP01-R0988,988,989,9,40.93842373,-7.17842373,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0989,1,CP01-R0989,989,990,9,23.14207922,-6.64207922,0.00000000
