record_type,scenario_id,denominator_id,cell_id,cell_label,procedure,n,p_fixed,successes,trials,observed_rate,wilson_low_95,wilson_high_95,cp_low_95,cp_high_95,exact_p_value,critical_count,actual_size,raw_reject,holm_adjusted_p,holm_reject,power,first_p_at_or_above_80,grid_points,grid_min,grid_max,grid_argmin,grid_argmax,coverage_at_threshold,exact_conditional_p,conditional_space_mass,observed_deviance,informative,empirical_test_scope,conditional_on_model_assumptions,status,reason
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.694,,,,,,,,,12,,,,,0.27968018578712,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.695,,,,,,,,,12,,,,,0.282502599661924,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.696,,,,,,,,,12,,,,,0.285341974032064,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.697,,,,,,,,,12,,,,,0.288198253443131,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.698,,,,,,,,,12,,,,,0.291071379816128,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.699,,,,,,,,,12,,,,,0.293961292427102,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.7,,,,,,,,,12,,,,,0.296867927887048,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.701,,,,,,,,,12,,,,,0.29979122012211,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.702,,,,,,,,,12,,,,,0.302731100354085,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.703,,,,,,,,,12,,,,,0.305687497081225,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.704,,,,,,,,,12,,,,,0.308660336059365,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.705,,,,,,,,,12,,,,,0.31164954028338,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.706,,,,,,,,,12,,,,,0.314655029968967,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.707,,,,,,,,,12,,,,,0.317676722534792,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.708,,,,,,,,,12,,,,,0.320714532584974,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.709,,,,,,,,,12,,,,,0.323768371891951,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.71,,,,,,,,,12,,,,,0.326838149379708,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.711,,,,,,,,,12,,,,,0.329923771107405,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.712,,,,,,,,,12,,,,,0.333025140253385,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.713,,,,,,,,,12,,,,,0.336142157099602,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.714,,,,,,,,,12,,,,,0.339274719016454,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.715,,,,,,,,,12,,,,,0.342422720448049,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.716,,,,,,,,,12,,,,,0.3455860528979,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.717,,,,,,,,,12,,,,,0.348764604915076,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.718,,,,,,,,,12,,,,,0.351958262080799,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.719,,,,,,,,,12,,,,,0.355166906995517,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.72,,,,,,,,,12,,,,,0.358390419266449,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.721,,,,,,,,,12,,,,,0.36162867549562,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.722,,,,,,,,,12,,,,,0.364881549268395,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.723,,,,,,,,,12,,,,,0.368148911142523,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.724,,,,,,,,,12,,,,,0.371430628637698,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.725,,,,,,,,,12,,,,,0.374726566225655,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.726,,,,,,,,,12,,,,,0.378036585320805,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.727,,,,,,,,,12,,,,,0.381360544271419,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.728,,,,,,,,,12,,,,,0.384698298351385,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.729,,,,,,,,,12,,,,,0.388049699752531,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.73,,,,,,,,,12,,,,,0.391414597577532,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.731,,,,,,,,,12,,,,,0.394792837833422,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.732,,,,,,,,,12,,,,,0.398184263425703,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.733,,,,,,,,,12,,,,,0.401588714153079,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.734,,,,,,,,,12,,,,,0.405006026702817,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.735,,,,,,,,,12,,,,,0.40843603464675,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.736,,,,,,,,,12,,,,,0.411878568437927,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.737,,,,,,,,,12,,,,,0.41533345540793,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.738,,,,,,,,,12,,,,,0.418800519764866,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.739,,,,,,,,,12,,,,,0.42227958259204,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.74,,,,,,,,,12,,,,,0.425770461847326,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.741,,,,,,,,,12,,,,,0.429272972363246,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.742,,,,,,,,,12,,,,,0.43278692584777,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.743,,,,,,,,,12,,,,,0.436312130885838,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.744,,,,,,,,,12,,,,,0.439848392941635,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.745,,,,,,,,,12,,,,,0.443395514361609,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.746,,,,,,,,,12,,,,,0.446953294378256,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.747,,,,,,,,,12,,,,,0.45052152911468,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.748,,,,,,,,,12,,,,,0.45410001158994,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.749,,,,,,,,,12,,,,,0.457688531725192,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.75,,,,,,,,,12,,,,,0.461286876350641,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.751,,,,,,,,,12,,,,,0.464894829213314,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.752,,,,,,,,,12,,,,,0.468512170985658,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.753,,,,,,,,,12,,,,,0.472138679274987,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.754,,,,,,,,,12,,,,,0.475774128633779,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.755,,,,,,,,,12,,,,,0.479418290570834,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.756,,,,,,,,,12,,,,,0.48307093356331,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.757,,,,,,,,,12,,,,,0.486731823069644,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.758,,,,,,,,,12,,,,,0.490400721543372,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.759,,,,,,,,,12,,,,,0.494077388447848,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.76,,,,,,,,,12,,,,,0.497761580271893,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.761,,,,,,,,,12,,,,,0.501453050546363,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.762,,,,,,,,,12,,,,,0.505151549861661,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.763,,,,,,,,,12,,,,,0.508856825886198,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.764,,,,,,,,,12,,,,,0.512568623385814,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.765,,,,,,,,,12,,,,,0.516286684244172,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.766,,,,,,,,,12,,,,,0.520010747484126,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.767,,,,,,,,,12,,,,,0.523740549290092,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.768,,,,,,,,,12,,,,,0.527475823031405,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.769,,,,,,,,,12,,,,,0.531216299286702,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.77,,,,,,,,,12,,,,,0.534961705869319,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.771,,,,,,,,,12,,,,,0.538711767853715,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.772,,,,,,,,,12,,,,,0.542466207602942,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.773,,,,,,,,,12,,,,,0.546224744797167,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.774,,,,,,,,,12,,,,,0.549987096463243,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.775,,,,,,,,,12,,,,,0.55375297700536,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.776,,,,,,,,,12,,,,,0.557522098236767,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.777,,,,,,,,,12,,,,,0.561294169412579,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.778,,,,,,,,,12,,,,,0.565068897263683,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.779,,,,,,,,,12,,,,,0.568845986031748,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.78,,,,,,,,,12,,,,,0.57262513750534,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.781,,,,,,,,,12,,,,,0.576406051057166,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.782,,,,,,,,,12,,,,,0.580188423682442,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.783,,,,,,,,,12,,,,,0.583971950038395,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.784,,,,,,,,,12,,,,,0.587756322484913,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.785,,,,,,,,,12,,,,,0.59154123112634,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.786,,,,,,,,,12,,,,,0.59532636385444,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.787,,,,,,,,,12,,,,,0.599111406392513,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.788,,,,,,,,,12,,,,,0.60289604234069,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,15,0.789,,,,,,,,,12,,,,,0.606679953222407,0.843,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
